Index	Text	POS Modified
74	,	,
75	until	CS
76	bubbly	JJ
77	.	.
78	Flip	VB
79	,	,
80	and	CC
81	continue	VB
82	cooking	VBG
83	until	CS
84	lightly	RR
85	browned	VBN
86	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Generously	RR
12	spray	VB
13	muffin	NN1
14	cups	VVZ
15	with	IW
16	cooking	VVG
17	spray	NN1
18	.	.
19	Melt	VB
20	butter	NN1
21	in	II
22	a	AT1
23	skillet	NN1
24	over	II
25	medium	JJ
26	heat	NN1
27	;	;
28	add	VB
29	bacon	NN1
30	.	.
31	Cook	VB
32	gently	RR
33	until	CS
34	bacon	NN1
35	begins	VBZ
36	to	TO
37	curl	VB
38	,	,
39	to	II
40	minutes	NNT2
41	.	.
42	Add	VB
43	onion	NN1
44	,	,
45	garlic	NN1
46	,	,
47	and	CC
48	chard	NN1
49	leaves	NN2
50	;	;
51	cook	VB
52	and	CC
53	stir	VB
54	until	CS
55	chard	NN1
56	has	VBZ
57	wilted	VBN
58	,	,
59	stirring	VBG
60	occasionally	RR
61	,	,
62	to	II
63	minutes	NNT2
64	.	.
65	Transfer	VV0
66	chard	NN1
67	mixture	NN1
68	to	II
69	a	AT1
70	large	JJ
71	bowl	NN1
72	;	;
73	stir	VV0
74	in	II
75	zucchini	NN
76	,	,
77	eggs	NN2
78	,	,
79	salt	NN1
80	,	,
81	and	CC
82	black	JJ
83	pepper	NN1
84	.	.
85	Add	VB
86	flour	NN1
87	and	CC
88	baking	VVG
89	powder	NN1
90	;	;
91	mix	VV0
92	until	CS
93	flour	NN1
94	is	VBZ
95	evenly	RR
96	distributed	VBN
97	and	CC
98	moistened	VBN
99	.	.
100	Stir	VB
101	in	II
102	Swiss	JJ
103	cheese	NN1
104	.	.
105	Spoon	VB
106	batter	NN1
107	into	II
108	prepared	JJ
109	muffin	NN1
110	tin	NN1
111	.	.
112	Bake	VB
113	in	II
114	the	AT
115	preheated	JJ
116	oven	NN1
117	until	CS
118	edges	NN2
119	of	IO
120	muffin	NN1
121	turn	VV0
122	golden	JJ
123	brown	JJ
124	,	,
125	about	II
126	minutes	NNT2
127	.	.
1	Place	VV0
2	potatoes	NN2
3	in	II
4	a	AT1
5	saucepan	NN1
6	and	CC
7	add	VB
8	enough	DD
9	water	NN1
10	to	TO
11	cover	VB
12	.	.
13	Bring	VB
14	to	II
15	a	AT1
16	boil	NN1
17	,	,
18	and	CC
19	cook	VB
20	until	CS
21	just	RR
22	starting	VBG
23	to	TO
24	be	VB
25	tender	JJ
26	,	,
27	about	II
28	minutes	NNT2
29	.	.
30	Drain	VV0
31	and	CC
32	place	VV0
33	under	RG
34	cool	JJ
35	running	JJ
36	water	NN1
37	to	TO
38	cool	VB
39	,	,
40	then	RT
41	drain	VB
42	and	CC
43	pat	VB
44	dry	JJ
45	.	.
46	Grate	VB
47	into	II
48	a	AT1
49	large	JJ
50	bowl	NN1
51	.	.
52	Separate	VV0
53	the	AT
54	potato	NN1
55	shreds	VVZ
56	into	II
57	two	MC
58	sections	NN2
59	,	,
60	and	CC
61	place	VB
62	each	DD1
63	one	PN1
64	on	II
65	a	AT1
66	square	NN1
67	of	IO
68	waxed	VBN
69	paper	NN1
70	.	.
71	Pat	VV0
72	each	DD1
73	section	NN1
74	into	II
75	a	AT1
76	inch	NNU1
77	circle	NN1
78	.	.
79	Place	VB
80	bacon	NN1
81	in	II
82	a	AT1
83	skillet	NN1
84	over	II
85	medium-high	JJ
86	heat	NN1
87	.	.
88	Fry	VV0
89	until	CS
90	evenly	RR
91	browned	VBN
92	,	,
93	then	RT
94	set	VBN
95	aside	RL
96	to	TO
97	drain	VVI
98	on	II
99	paper	NN1
100	towels	NN2
101	.	.
102	In	II
103	a	AT1
104	nonstick	NN1
105	skillet	NN1
106	over	II
107	low	JJ
108	heat	NN1
109	,	,
110	cook	VB
111	eggs	NN2
112	until	CS
113	lightly	RR
114	scrambled	VBN
115	.	.
116	Eggs	NN2
117	need	VBP
118	to	TO
119	stay	VB
120	slightly	RR
121	wet	JJ
122	.	.
123	Heat	VB
124	oil	NN1
125	in	II
126	a	AT1
127	large	JJ
128	skillet	NN1
129	over	II
130	medium	JJ
131	heat	NN1
132	.	.
133	While	CS
134	the	AT
135	oil	NN1
136	heats	NN2
137	,	,
138	place	VB
139	the	AT
140	egg	NN1
141	,	,
142	bacon	NN1
143	strips	NN2
144	and	CC
145	cheese	NN1
146	in	II
147	even	JJ
148	layers	NN2
149	on	II31
150	top	II32
151	of	II33
152	one	MC1
153	of	IO
154	the	AT
155	potato	NN1
156	circles	NN2
157	.	.
158	Place	VB
159	the	AT
160	other	JJ
161	circle	NN1
162	on	II
163	the	AT
164	top	NN1
165	,	,
166	using	VBG
167	the	AT
168	waxed	VBN
169	paper	NN1
170	to	TO
171	pick	VB
172	it	PPH1
173	up	RP
174	.	.
175	Place	VB
176	the	AT
177	whole	JJ
178	hash-brown	JJ
179	sandwich	NN1
180	into	II
181	the	AT
182	skillet	NN1
183	,	,
184	and	CC
185	fry	VV0
186	until	CS
187	nicely	RR
188	browned	VBN
189	on	II
190	both	DB2
191	sides	NN2
192	,	,
193	about	II
194	minutes	NNT2
195	per	II
196	side	NN1
197	.	.
198	Cut	VB
199	into	II
200	wedges	NN2
201	,	,
202	and	CC
203	serve	VB
204	hot	JJ
205	.	.
1	In	II
2	x	MC
3	inch	NNU1
4	microwave-safe	JJ
5	cake	NN1
6	dish	NN1
7	,	,
8	melt	VB
9	the	AT
10	margarine	NN1
11	and	CC
12	/	FO
13	cup	NN1
14	cocoa	NN1
15	together	RL
16	.	.
17	Stir	VB
18	in	II
19	the	AT
20	eggs	NN2
21	.	.
22	Mix	VB
23	in	II
24	the	AT
25	cups	NN2
26	sugar	NN1
27	,	,
28	flour	NN1
29	,	,
30	nuts	NN2
31	and	CC
32	vanilla	NN1
33	.	.
34	Bake	VB
35	in	II
36	microwave	NN1
37	oven	NN1
38	on	II
39	high	JJ
40	,	,
41	for	IF
42	minutes	NNT2
43	,	,
44	rotating	VBG
45	dish	NN1
46	after	II
47	minutes	NNT2
48	.	.
49	Remove	VB
50	from	II
51	microwave	NN1
52	and	CC
53	sprinkle	VBP
54	marshmallows	NN2
55	on	II
56	top	NN1
57	.	.
58	To	TO
59	make	VB
60	the	AT
61	frosting	NN1
62	:	:
63	In	II
64	microwave-safe	JJ
65	bowl	NN1
66	,	,
67	combine	VB
68	confectioners	NN2
69	sugar	NN1
70	,	,
71	cocoa	NN1
72	,	,
73	and	CC
74	milk	NN1
75	.	.
76	Cook	VB
77	in	II
78	microwave	NN1
79	for	IF
80	minutes	NNT2
81	,	,
82	stir	VV0
83	and	CC
84	pour	VB
85	over	RP
86	cake	NN1
87	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Blend	VB
12	the	AT
13	sugar	NN1
14	and	CC
15	the	AT
16	cream	NN1
17	.	.
18	Stir	VB
19	in	II
20	the	AT
21	flour	NN1
22	,	,
23	almonds	NN2
24	and	CC
25	orange	JJ
26	peel	NN1
27	.	.
28	Drop	VV0
29	by	II
30	teaspoonfuls	NN2
31	onto	II
32	a	AT1
33	heavily	RR
34	creased	VVN
35	and	CC
36	floured	JJ
37	cookie	NN1
38	sheet	NN1
39	.	.
40	Spread	VV0
41	mixture	NN1
42	into	II
43	thin	JJ
44	circles	NN2
45	with	IW
46	a	AT1
47	spatula	NN1
48	.	.
49	Bake	VB
50	at	II
51	degrees	NN2
52	F	ZZ1
53	(	(
54	degrees	NN2
55	C	ZZ1
56	)	)
57	just	RR
58	until	CS
59	the	AT
60	edges	NN2
61	are	VBP
62	light	JJ
63	brown	NN1
64	about	RPK
65	to	TO
66	minutes	NNT2
67	.	.
68	Let	VB
69	cool	RR
70	a	AT1
71	few	DA2
72	minutes	NNT2
73	before	II
74	removing	VBG
75	from	II
76	the	AT
77	cookie	NN1
78	sheet	NN1
79	,	,
80	cool	JJ
81	.	.
82	Chop	VB
83	the	AT
84	chocolate	NN1
85	up	RP
86	into	II
87	small	JJ
88	pieces	NN2
89	.	.
90	Melt	VB
91	chocolate	NN1
92	over	II
93	low	JJ
94	heat	NN1
95	or	CC
96	in	II
97	the	AT
98	microwave	NN1
99	on	II
100	medium	NN1
101	for	IF
102	about	II
103	minutes	NNT2
104	.	.
105	Turn	VB
106	the	AT
107	cooled	VBN
108	cookies	NN2
109	upside	RL21
110	down	RL22
111	and	CC
112	spread	VBD
113	the	AT
114	bottoms	NN2
115	with	IW
116	the	AT
117	melted	VBN
118	chocolate	NN1
119	.	.
120	Let	VB
121	cookies	NN2
122	stand	VB
123	at	II
124	room	NN1
125	temperature	NN1
126	until	CS
127	chocolate	NN1
128	is	VBZ
129	firm	JJ
130	,	,
131	at	RR21
132	least	RR22
133	hours	NNT2
134	.	.
135	Store	NN1
136	in	II
137	a	AT1
138	covered	JJ
139	container	NN1
140	at	II
141	room	NN1
142	temperature	NN1
143	or	CC
144	refrigerate	NN1
145	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	mixing	VBG
14	bowl	NN1
15	,	,
16	blend	VV0
17	together	RL
18	the	AT
19	pumpkin	NN1
20	,	,
21	evaporated	VBD
22	milk	NN1
23	,	,
24	butter	NN1
25	,	,
26	eggs	NN2
27	and	CC
28	vanilla	NN1
29	.	.
30	In	II
31	a	AT1
32	separate	JJ
33	bowl	NN1
34	,	,
35	whisk	VB
36	together	RL
37	the	AT
38	cinnamon	NN1
39	,	,
40	nutmeg	NN1
41	,	,
42	allspice	VV0
43	,	,
44	salt	NN1
45	,	,
46	molasses	NN1
47	and	CC
48	baking	VBG
49	mix	NN1
50	.	.
51	Add	VB
52	to	II
53	the	AT
54	pumpkin	NN1
55	mixture	NN1
56	and	CC
57	mix	VV0
58	thoroughly	RR
59	.	.
60	Pour	VB
61	filling	VBG
62	into	II
63	unbaked	JJ
64	pie	NN1
65	crust	NN1
66	and	CC
67	bake	VB
68	for	IF
69	minutes	NNT2
70	or	CC
71	until	CS
72	knife	NN1
73	inserted	VBN
74	comes	VBZ
75	out	RP
76	clean	JJ
77	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	and	CC
13	flour	NN1
14	two	MC
15	inch	NNU1
16	round	JJ
17	cake	NN1
18	pans	NN2
19	.	.
20	Make	VB
21	pudding	NN1
22	according	VBG
23	to	II22
24	package	NN1
25	directions	NN2
26	using	VBG
27	the	AT
28	milk	NN1
29	.	.
30	Set	VB
31	aside	RL
32	tablespoons	NN2
33	of	IO
34	pudding	NN1
35	and	CC
36	place	VB
37	the	AT
38	rest	NN1
39	in	II
40	the	AT
41	refrigerator	NN1
42	.	.
43	When	CS
44	chilled	VVN
45	,	,
46	pull	VB
47	the	AT
48	pudding	NN1
49	out	II21
50	of	II22
51	the	AT
52	refrigerator	NN1
53	,	,
54	and	CC
55	stir	VV0
56	in	II
57	the	AT
58	pineapple	NN1
59	.	.
60	In	II
61	a	AT1
62	large	JJ
63	bowl	NN1
64	,	,
65	cream	NN1
66	together	RL
67	the	AT
68	shortening	NN1
69	and	CC
70	sugar	NN1
71	,	,
72	continue	VB
73	to	TO
74	mix	VB
75	with	IW
76	an	AT1
77	electric	JJ
78	mixer	NN1
79	on	II
80	medium	JJ
81	speed	NN1
82	for	IF
83	minutes	NNT2
84	.	.
85	Stir	VB
86	in	II
87	the	AT
88	reserved	VBN
89	tablespoons	NN2
90	of	IO
91	vanilla	NN1
92	pudding	NN1
93	.	.
94	Beat	VV0
95	in	II
96	the	AT
97	eggs	NN2
98	one	PN1
99	at	II
100	a	AT1
101	time	NNT1
102	,	,
103	mixing	VBG
104	well	RR
105	after	CS
106	each	DD1
107	addition	NN1
108	.	.
109	In	II
110	another	DD1
111	bowl	NN1
112	,	,
113	sift	VB
114	together	RL
115	cake	NN1
116	flour	NN1
117	,	,
118	baking	VBG
119	powder	NN1
120	,	,
121	and	CC
122	salt	NN1
123	.	.
124	Add	VB
125	these	DD2
126	dry	JJ
127	ingredients	NN2
128	to	II
129	the	AT
130	creamed	VBN
131	mixture	NN1
132	alternately	RR
133	with	IW
134	cup	NN1
135	milk	NN1
136	,	,
137	blending	VBG
138	well	RR
139	after	CS
140	each	DD1
141	addition	NN1
142	.	.
143	Divide	VB
144	the	AT
145	batter	NN1
146	evenly	RR
147	between	II
148	the	AT
149	prepared	JJ
150	pans	NN2
151	.	.
152	Bake	VB
153	for	IF
154	approximately	RR
155	to	II
156	minutes	NNT2
157	,	,
158	or	CC
159	until	CS
160	the	AT
161	top	JJ
162	springs	NN2
163	back	RP
164	when	CS
165	lightly	RR
166	pressed	VBN
167	.	.
168	Set	VB
169	the	AT
170	pans	NN2
171	on	II
172	a	AT1
173	wire	NN1
174	rack	NN1
175	to	TO
176	cool	VB
177	.	.
178	Remove	VB
179	the	AT
180	layers	NN2
181	from	II
182	the	AT
183	pans	NN2
184	.	.
185	Once	CS
186	the	AT
187	cake	NN1
188	layers	NN2
189	have	VBP
190	thoroughly	RR
191	cooled	VBN
192	,	,
193	spread	VBD
194	the	AT
195	pudding	NN1
196	mixture	NN1
197	on	II31
198	top	II32
199	of	II33
200	one	MC1
201	of	IO
202	the	AT
203	layers	NN2
204	(	(
205	spread	VBN
206	mixture	NN1
207	to	II
208	desired	VBN
209	thickness	NN1
210	there	EX
211	may	VM
212	be	VB
213	some	DD
214	left	VBN
215	over	RP
216	)	)
217	.	.
218	Place	VB
219	the	AT
220	second	MD
221	layer	NN1
222	on	II31
223	top	II32
224	of	II33
225	the	AT
226	filling	NN1
227	.	.
228	Frost	NP1
229	the	AT
230	cake	NN1
231	with	IW
232	the	AT
233	whipped	VBN
234	topping	VBG
235	.	.
236	Refrigerate	VB
237	the	AT
238	cake	NN1
239	until	CS
240	serving	VBG
241	time	NNT1
242	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	saucepan	NN1
14	over	II
15	medium	JJ
16	heat	NN1
17	combine	VB
18	the	AT
19	water	NN1
20	and	CC
21	the	AT
22	white	JJ
23	sugar	NN1
24	,	,
25	boil	VB
26	until	CS
27	mixture	NN1
28	spins	VBZ
29	a	AT1
30	thread	NN1
31	approximately	RR
32	degrees	VBZ
33	F	ZZ1
34	(	(
35	degrees	NN2
36	C	ZZ1
37	)	)
38	.	.
39	Beat	VV0
40	egg	NN1
41	whites	NN2
42	,	,
43	salt	NN1
44	and	CC
45	cream	NN1
46	of	IO
47	tartar	NN1
48	in	II
49	the	AT
50	bowl	NN1
51	of	IO
52	a	AT1
53	stand	NN1
54	mixer	NN1
55	until	CS
56	light	JJ
57	and	CC
58	fluffy	JJ
59	but	CCB
60	not	XX
61	stiff	JJ
62	.	.
63	Add	VB
64	hot	JJ
65	syrup	NN1
66	slowly	RR
67	to	II
68	egg	NN1
69	whites	NN2
70	,	,
71	beating	VBG
72	until	CS
73	cool	JJ
74	,	,
75	about	II
76	minutes	NNT2
77	.	.
78	Beat	VV0
79	egg	NN1
80	yolks	VVZ
81	until	CS
82	thick	JJ
83	and	CC
84	lemon-colored	JJ
85	.	.
86	Fold	VB
87	/	FO
88	cup	NN1
89	of	IO
90	the	AT
91	egg	NN1
92	whites	NN2
93	into	II
94	the	AT
95	beaten	VBN
96	egg	NN1
97	yolks	VVZ
98	to	TO
99	lighten	VB
100	.	.
101	Sift	VB
102	cup	NN1
103	flour	NN1
104	over	II
105	the	AT
106	egg	NN1
107	whites	NN2
108	and	CC
109	gently	RR
110	fold	VB
111	in	RP
112	.	.
113	Add	VB
114	almond	NN1
115	flavoring	VVG
116	.	.
117	Sift	VB
118	remaining	VBG
119	flour	NN1
120	over	II
121	egg	NN1
122	yolks	NN2
123	and	CC
124	fold	VB
125	in	II
126	orange	JJ
127	flavoring	NN1
128	.	.
129	Spoon	VB
130	egg	NN1
131	white	JJ
132	batter	NN1
133	and	CC
134	egg	NN1
135	yolk	NN1
136	batter	NN1
137	alternately	RR
138	into	II
139	one	MC1
140	ungreased	JJ
141	inch	NNU1
142	tube	NN1
143	pan	NN1
144	.	.
145	Bake	VB
146	at	II
147	degrees	NN2
148	F	ZZ1
149	(	(
150	degrees	NN2
151	C	ZZ1
152	)	)
153	for	IF
154	hour	NNT1
155	.	.
156	Once	RR
157	cool	JJ
158	frost	NN1
159	with	IW
160	yellow	NN1
161	tinted	VVD
162	Seven	MC
163	Minute	JJ
164	Frosting	NN1
165	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Mix	VB
12	apples	NN2
13	and	CC
14	cranberries	NN2
15	in	II
16	an	AT1
17	inch	NNU1
18	square	JJ
19	baking	NN1
20	dish	NN1
21	.	.
22	Mix	VB
23	oats	NN1
24	,	,
25	brown	JJ
26	sugar	NN1
27	,	,
28	and	CC
29	cinnamon	NN1
30	in	II
31	a	AT1
32	bowl	NN1
33	;	;
34	stir	VV0
35	in	II
36	applesauce	NN1
37	and	CC
38	soy	JJ
39	milk	NN1
40	until	CS
41	clumps	NN2
42	form	VBP
43	.	.
44	Spoon	VB
45	oat	NN1
46	mixture	NN1
47	over	II
48	apple	NN1
49	mixture	NN1
50	,	,
51	pressing	VBG
52	down	RP
53	slightly	RR
54	.	.
55	Bake	VB
56	in	II
57	the	AT
58	preheated	JJ
59	oven	NN1
60	until	CS
61	lightly	RR
62	browned	VBN
63	and	CC
64	bubbling	VBG
65	,	,
66	about	II
67	minutes	NNT2
68	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Line	NN1
12	baking	NN1
13	sheets	NN2
14	with	IW
15	parchment	NN1
16	paper	NN1
17	.	.
18	Melt	VB
19	cup	NN1
20	butter	NN1
21	in	II
22	a	AT1
23	saucepan	NN1
24	over	II
25	medium	JJ
26	heat	NN1
27	.	.
28	Stir	VB
29	brown	JJ
30	sugar	NN1
31	,	,
32	corn	NN1
33	syrup	NN1
34	,	,
35	and	CC
36	salt	NN1
37	into	II
38	melted	VBN
39	butter	NN1
40	;	;
41	bring	VB
42	to	II
43	a	AT1
44	boil	NN1
45	,	,
46	stirring	VBG
47	constantly	RR
48	,	,
49	reduce	VB
50	heat	NN1
51	to	II
52	low	JJ
53	,	,
54	and	CC
55	simmer	VBP
56	caramel	NN1
57	sauce	NN1
58	without	IW
59	stirring	VBG
60	until	CS
61	slightly	RR
62	thickened	VBN
63	,	,
64	about	II
65	minutes	NNT2
66	.	.
67	Remove	VB
68	from	II
69	heat	NN1
70	and	CC
71	stir	VV0
72	/	FO
73	cup	NN1
74	coconut	NN1
75	,	,
76	peanuts	NN2
77	,	,
78	tablespoons	NN2
79	almonds	NN2
80	,	,
81	vanilla	NN1
82	extract	NN1
83	,	,
84	baking	VBG
85	soda	NN1
86	,	,
87	cinnamon	NN1
88	,	,
89	nutmeg	NN1
90	,	,
91	and	CC
92	allspice	VV0
93	into	II
94	caramel	NN1
95	.	.
96	Heat	VB
97	tablespoons	NN2
98	coconut	NN1
99	oil	NN1
100	,	,
101	tablespoon	NN1
102	butter	NN1
103	,	,
104	and	CC
105	vegetable	NN1
106	oil	NN1
107	together	RL
108	in	II
109	a	AT1
110	large	JJ
111	pot	NN1
112	over	II
113	high	JJ
114	heat	NN1
115	.	.
116	Pour	VB
117	popcorn	NN1
118	into	II
119	hot	JJ
120	oil	NN1
121	,	,
122	cover	VB
123	the	AT
124	pot	NN1
125	with	IW
126	a	AT1
127	lid	NN1
128	,	,
129	and	CC
130	shake	VB
131	pot	NN1
132	constantly	RR
133	over	II
134	heat	NN1
135	until	CS
136	all	DB
137	popcorn	NN1
138	is	VBZ
139	popped	VBN
140	,	,
141	to	II
142	minutes	NNT2
143	.	.
144	Pour	VB
145	caramel	NN1
146	sauce	NN1
147	over	II
148	hot	JJ
149	popcorn	NN1
150	and	CC
151	quickly	RR
152	stir	VB
153	to	TO
154	coat	VVI
155	.	.
156	Turn	VB
157	popcorn	VV0
158	out	RP
159	onto	II
160	prepared	JJ
161	baking	NN1
162	sheets	NN2
163	.	.
164	Sprinkle	VB
165	/	FO
166	cup	NN1
167	coconut	NN1
168	and	CC
169	remaining	VBG
170	tablespoons	NN2
171	almonds	NN2
172	over	II
173	popcorn	NN1
174	.	.
175	Bake	VB
176	in	II
177	the	AT
178	preheated	JJ
179	oven	NN1
180	for	IF
181	minutes	NNT2
182	.	.
183	Set	VB
184	oven	NN1
185	rack	NN1
186	about	RG
187	inches	NNU2
188	from	II
189	the	AT
190	heat	NN1
191	source	NN1
192	and	CC
193	preheat	VB
194	the	AT
195	ovens	NN2
196	broiler	NN1
197	.	.
198	Broil	VV0
199	popcorn	NN1
200	until	CS
201	coconut	NN1
202	and	CC
203	popcorn	NN1
204	are	VBP
205	lightly	RR
206	toasted	VBN
207	,	,
208	about	II
209	seconds	NNT2
210	.	.
211	Melt	VB
212	chocolate	NN1
213	chips	NN2
214	,	,
215	tablespoon	NN1
216	coconut	NN1
217	oil	NN1
218	,	,
219	and	CC
220	shortening	VVG
221	together	RL
222	in	II
223	a	AT1
224	saucepan	NN1
225	until	CS
226	all	DB
227	are	VBP
228	melted	VBN
229	and	CC
230	the	AT
231	chocolate	NN1
232	sauce	NN1
233	is	VBZ
234	thin	JJ
235	and	CC
236	pourable	JJ
237	.	.
238	Drizzle	NN1
239	chocolate	NN1
240	sauce	NN1
241	and	CC
242	sprinkle	VBP
243	remaining	VBG
244	/	FO
245	cup	NN1
246	coconut	NN1
247	over	II
248	popcorn	NN1
249	;	;
250	dust	NN1
251	with	IW
252	confectioners	NN2
253	sugar	NN1
254	.	.
255	Lift	VB
256	parchment	NN1
257	paper	NN1
258	off	II21
259	of	II22
260	the	AT
261	baking	NN1
262	sheets	NN2
263	and	CC
264	transfer	NN1
265	popcorn	NN1
266	to	II
267	the	AT
268	refrigerator	NN1
269	to	TO
270	cool	VB
271	completely	RR
272	,	,
273	about	II
274	minutes	NNT2
275	.	.
276	Break	VV0
277	into	II
278	palm-sized	JJ
279	chunks	NN2
280	and	CC
281	store	NN1
282	in	II
283	airtight	JJ
284	containers	NN2
285	.	.
1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Sift	VB
12	together	RL
13	the	AT
14	/	FO
15	cups	VVZ
16	flour	NN1
17	,	,
18	baking	VBG
19	soda	NN1
20	,	,
21	baking	VBG
22	powder	NN1
23	and	CC
24	salt	NN1
25	.	.
26	Set	VB
27	aside	RL
28	.	.
29	In	II
30	small	JJ
31	saucepan	NN1
32	,	,
33	melt	VB
34	ounces	NNU2
35	white	JJ
36	chocolate	NN1
37	and	CC
38	hot	JJ
39	water	NN1
40	over	II
41	low	JJ
42	heat	NN1
43	.	.
44	Stir	VB
45	until	CS
46	smooth	JJ
47	,	,
48	and	CC
49	allow	VB
50	to	TO
51	cool	VB
52	to	II
53	room	NN1
54	temperature	NN1
55	.	.
56	In	II
57	a	AT1
58	large	JJ
59	bowl	NN1
60	,	,
61	cream	NN1
62	cup	NN1
63	butter	NN1
64	and	CC
65	/	FO
66	cup	NN1
67	sugar	NN1
68	until	CS
69	light	JJ
70	and	CC
71	fluffy	JJ
72	.	.
73	Add	VB
74	eggs	NN2
75	one	PN1
76	at	II
77	a	AT1
78	time	NNT1
79	,	,
80	beating	VBG
81	well	RR
82	with	IW
83	each	DD1
84	addition	NN1
85	.	.
86	Stir	VB
87	in	II
88	flour	NN1
89	mixture	NN1
90	alternately	RR
91	with	IW
92	buttermilk	NN1
93	.	.
94	Mix	VB
95	in	II
96	melted	VBN
97	white	JJ
98	chocolate	NN1
99	.	.
100	Pour	VB
101	batter	NN1
102	into	II
103	two	MC
104	inch	NNU1
105	round	JJ
106	cake	NN1
107	pans	NN2
108	.	.
109	Bake	VB
110	for	IF
111	to	II
112	minutes	NNT2
113	in	II
114	the	AT
115	preheated	JJ
116	oven	NN1
117	,	,
118	until	CS
119	a	AT1
120	toothpick	NN1
121	inserted	VBN
122	into	II
123	the	AT
124	center	NN1
125	of	IO
126	the	AT
127	cake	NN1
128	comes	VBZ
129	out	RP
130	clean	JJ
131	.	.
132	To	TO
133	make	VB
134	Frosting	NN1
135	:	:
136	In	II
137	a	AT1
138	medium	JJ
139	bowl	NN1
140	,	,
141	combine	VB
142	ounces	NNU2
143	white	JJ
144	chocolate	NN1
145	,	,
146	/	FO
147	tablespoons	NN2
148	flour	NN1
149	and	CC
150	cup	NN1
151	milk	NN1
152	.	.
153	Cook	VB
154	over	RP
155	medium	JJ
156	heat	NN1
157	,	,
158	stirring	VBG
159	constantly	RR
160	,	,
161	until	CS
162	mixture	NN1
163	is	VBZ
164	very	RG
165	thick	JJ
166	.	.
167	Cool	VV0
168	completely	RR
169	.	.
170	In	II
171	large	JJ
172	bowl	NN1
173	,	,
174	cream	NN1
175	cup	NN1
176	butter	NN1
177	,	,
178	cup	NN1
179	sugar	NN1
180	and	CC
181	teaspoon	NN1
182	vanilla	NN1
183	;	;
184	beat	VB
185	until	CS
186	light	JJ
187	and	CC
188	fluffy	JJ
189	.	.
190	Gradually	RR
191	add	VB
192	cooled	VBN
193	white	JJ
194	chocolate	NN1
195	mixture	NN1
196	.	.
197	Beat	VV0
198	at	II
199	high	JJ
200	speed	NN1
201	until	CS
202	it	PPH1
203	is	VBZ
204	the	AT
205	consistency	NN1
206	of	IO
207	whipped	VBN
208	cream	NN1
209	.	.
210	Spread	VV0
211	between	II
212	layers	NN2
213	,	,
214	on	II
215	top	NN1
216	and	CC
217	sides	NN2
218	of	IO
219	cake	NN1
220	.	.
1	Combine	VB
2	/	FO
3	cup	NN1
4	flour	NN1
5	,	,
6	tablespoons	NN2
7	sugar	NN1
8	,	,
9	and	CC
10	salt	NN1
11	in	II
12	a	AT1
13	large	JJ
14	bowl	NN1
15	.	.
16	Cut	VB
17	in	II
18	butter	NN1
19	using	VBG
20	knives	NN2
21	or	CC
22	a	AT1
23	pastry	NN1
24	cutter	NN1
25	until	CS
26	mixture	NN1
27	resembles	VBZ
28	coarse	JJ
29	crumbs	NN2
30	.	.
31	Mix	VB
32	water	NN1
33	and	CC
34	vanilla	NN1
35	extract	VV0
36	together	RL
37	in	II
38	a	AT1
39	small	JJ
40	bowl	NN1
41	.	.
42	Stir	VB
43	into	II
44	flour	NN1
45	mixture	NN1
46	,	,
47	tablespoon	NN1
48	at	II
49	a	AT1
50	time	NNT1
51	,	,
52	until	CS
53	dough	NN1
54	comes	VBZ
55	together	RL
56	.	.
57	Gently	RR
58	roll	VB
59	into	II
60	a	AT1
61	ball	NN1
62	and	CC
63	flatten	VB
64	slightly	RR
65	.	.
66	Wrap	VB
67	with	IW
68	plastic	NN1
69	wrap	NN1
70	and	CC
71	chill	NN1
72	until	CS
73	firm	JJ
74	,	,
75	about	II
76	minutes	NNT2
77	.	.
78	Toss	VB
79	apples	NN2
80	with	IW
81	/	FO
82	cup	NN1
83	sugar	NN1
84	and	CC
