Index	Text	Lemma	POS	Semantics
149	stiff	stiff	JJ	['O4.5', 'O4.1', 'B2-', 'S1.2.1-', 'A12-', 'E3-']
150	but	but	CCB	['Z5']
151	not	not	XX	['Z6']
152	dry	dry	VB	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
153	;	;	;	['PUNCT']
154	set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
155	aside	aside	RL	['M6', 'A10-', 'A9+']
156	.	.	.	['PUNCT']
157	Whip	whip	VV0	['E3-/O2', 'O2', 'F1', 'G1.2/S2mf']
158	/	/	FO	['Z99']
159	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
160	heavy	heavy	JJ	['N3.5+', 'S1.2.5+', 'N5+', 'O4.1', 'E4.1-', 'W4', 'A12-', 'A1.1.1', 'N3.2+', 'A1.1.2@']
161	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
162	until	until	CS	['Z5']
163	medium-stiff	medium stiff	JJ	['N3.2', 'N3.1', 'O4.5', 'O4.1', 'B2-', 'S1.2.1-', 'A12-', 'E3-']
166	peaks	peak	NN2	['N5.1+', 'A5.1+++', 'W3', 'B5']
167	form	form	VBP	['A4.1', 'O4.4', 'Q1.2', 'O4.1', 'P1@', 'H5@', 'K5.1@', 'G2.1-@', 'B1@']
168	.	.	.	['PUNCT']
169	Gently	gently	RR	['E3+']
170	fold	fold	VB	['A1.1.1', 'T2-']
171	whipped	whip	VBN	['E3-', 'M2', 'M1/N3.8+', 'A1.1.1', 'A2.2', 'A9-']
172	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
173	into	into	II	['Z5']
174	the	the	AT	['Z5']
175	whipped	whip	VBN	['E3-', 'M2', 'M1/N3.8+', 'A1.1.1', 'A2.2', 'A9-']
176	egg	egg	NN1	['F1']
177	whites	white	NN2	['F1']
178	.	.	.	['PUNCT']
179	Fold	fold	VB	['A1.1.1', 'T2-']
180	in	in	II	['Z5']
181	custard	custard	NN1	['F1']
182	.	.	.	['PUNCT']
183	Spread	Spread	VV0	['F1', 'N3.6', 'N3.3', 'N5+/A2.1', 'A6.3+', 'Q4.2']
184	filling	fill	VBG	['N5.1+', 'I3.1', 'Q1.2@']
185	into	into	II	['Z5']
186	prepared	prepared	JJ	['X7+', 'O4.1']
187	pie	pie	NN1	['F1']
188	crust	crust	NN1	['O1.1', 'F1']
189	.	.	.	['PUNCT']
190	Chill	chill	NN1	['O4.6-', 'B2-']
191	for	for	IF	['Z5']
192	minutes	minute	NNT2	['T1.3', 'Q1.2']
193	in	in	II	['Z5']
194	the	the	AT	['Z5']
195	refrigerator	refrigerator	NN1	['O4.6-/O3']
196	,	,	,	['PUNCT']
197	or	or	CC	['Z5']
198	until	until	CS	['Z5']
199	filling	fill	NN1	['N5.1+', 'I3.1', 'Q1.2@']
200	is	be	VBZ	['A3+', 'Z5']
201	set	set	VBN	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
202	.	.	.	['PUNCT']
203	Combine	Combine	VB	['T1.3']
204	cup	cup	NN1	['T1.3']
205	chilled	chill	VVN	['O4.6-']
206	whipping	whipping	VVG	['Z99']
207	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
208	,	,	,	['PUNCT']
209	confectioners	confectioner	NN2	['F1/S2mf']
210	sugar	sugar	NN1	['F1']
211	,	,	,	['PUNCT']
212	to	to	II	['Z5']
213	tablespoons	tablespoon	NN2	['O2/F1']
214	rum	rum	NN1	['F2']
215	,	,	,	['PUNCT']
216	nutmeg	nutmeg	NN1	['F1']
217	,	,	,	['PUNCT']
218	and	and	CC	['Z5']
219	cinnamon	cinnamon	NN1	['F1']
220	.	.	.	['PUNCT']
221	Whip	whip	VV0	['E3-/O2', 'O2', 'F1', 'G1.2/S2mf']
222	until	until	CS	['Z5']
223	soft	soft	JJ	['O4.5', 'X3.2-', 'O4.3', 'O4.1', 'S1.2.5-', 'A12+']
224	peaks	peak	NN2	['N5.1+', 'A5.1+++', 'W3', 'B5']
225	form	form	VBP	['T2+', 'A2.1+', 'A1.8+', 'A3+', 'A1.1.1']
226	.	.	.	['PUNCT']
227	Spread	spread	VV0	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
228	over	over	RP	['N5.2+']
229	the	the	AT	['N5.2+']
230	top	top	NN1	['N5.2+']
231	of	of	IO	['Z5']
232	the	the	AT	['Z5']
233	chilled	chill	JJ	['O4.6-']
234	pie	pie	NN1	['F1']
235	,	,	,	['PUNCT']
236	mounding	mound	VBG	['W3', 'N5+']
237	in	in	II	['Z5']
238	an	an	AT1	['Z5']
239	attractive	attractive	JJ	['O4.2+', 'S3.2']
240	fashion	fashion	NN1	['B5', 'O4.2+', 'X4.2']
241	.	.	.	['PUNCT']
242	Dust	dust	VV0	['B4', 'A1.1.1']
243	the	the	AT	['Z5']
244	top	top	NN1	['Df/A5.1+++mfnc']
245	of	of	IO	['Df/A5.1+++mfnc']
246	the	the	AT	['Df/A5.1+++mfnc']
247	pie	pie	NN1	['Df/A5.1+++mfnc']
248	with	with	IW	['Z5']
249	additional	additional	JJ	['N5++']
250	nutmeg	nutmeg	NN1	['F1']
251	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Cream	cream	VV0	['F1', 'A9+', 'S7.1+']
12	the	the	AT	['Z5']
13	together	together	RL	['S5+', 'T1.1.2', 'M6']
14	the	the	AT	['Z5']
15	butter	butter	NN1	['F1']
16	or	or	CC	['Z5']
17	margarine	margarine	NN1	['F1']
18	,	,	,	['PUNCT']
19	white	white	JJ	['T1.3']
20	sugar	sugar	NN1	['T1.3']
21	,	,	,	['PUNCT']
22	vanilla	vanilla	NN1	['O4.3', 'F1']
23	,	,	,	['PUNCT']
24	egg	egg	NN1	['T1.3']
25	and	and	CC	['T1.3']
26	water	water	NN1	['T1.3']
27	.	.	.	['PUNCT']
28	Stir	stir	VB	['A1.1.1', 'M1']
29	in	in	II	['Z5']
30	the	the	AT	['Z5']
31	salt	salt	NN1	['F1', 'O1.1']
32	and	and	CC	['Z5']
33	the	the	AT	['Z5']
34	cocoa	cocoa	NN1	['F2']
35	and	and	CC	['Z5']
36	beat	beat	VBD	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
37	well	well	RR	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
38	.	.	.	['PUNCT']
39	Combine	combine	VB	['A2.2', 'A1.8+', 'S5+c', 'F4']
40	the	the	AT	['Z5']
41	flour	flour	NN1	['F1']
42	and	and	CC	['Z5']
43	the	the	AT	['Z5']
44	baking	baking	NN1	['F1']
45	soda	soda	NN1	['F1']
46	.	.	.	['PUNCT']
47	Stir	stir	VB	['A1.1.1', 'M1']
48	the	the	AT	['Z5']
49	flour	flour	NN1	['F1']
50	mixture	mixture	NN1	['O1.1', 'A6.3+']
51	into	into	II	['Z5']
52	the	the	AT	['Z5']
53	creamed	cream	VBN	['F1', 'A9+', 'S7.1+']
54	mixture	mixture	NN1	['O1.1', 'A6.3+']
55	.	.	.	['PUNCT']
56	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
57	in	in	II	['Z5']
58	the	the	AT	['Z5']
59	chocolate	chocolate	NN1	['F1']
60	chips	chip	NN2	['F1', 'Y2', 'O2', 'A1.1.2', 'K5.2/I1']
61	and	and	CC	['Z5']
62	oatmeal	oatmeal	NN1	['F1', 'O4.3']
63	.	.	.	['PUNCT']
64	Drop	drop	VV0	['O1.2/N5', 'N5-/A2.1', 'N5-', 'B3', 'N3.3', 'F1']
65	tablespoon	tablespoon	NN1	['O2/F1']
66	sized	sized	JJ	['N3.2', 'N5', 'N3.1']
67	drops	drop	VBZ	['M2', 'M1', 'N5-/A2.1', 'O1.2/M1', 'B2-', 'T2-', 'A9-', 'A1.8-', 'X9.2-/K5', 'X3.2']
68	onto	onto	II	['Z5']
69	an	an	AT1	['Z5']
70	ungreased	ungreased	JJ	['Z99']
71	cookie	cookie	NN1	['F1']
72	sheet	sheet	NN1	['B5', 'O2', 'Q1.2', 'N5']
73	.	.	.	['PUNCT']
74	Bake	bake	VB	['F1', 'O4.6']
75	at	at	II	['Z5']
76	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
77	F	F	ZZ1	['Z5']
78	(	(	(	['PUNCT']
79	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
80	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
81	)	)	)	['PUNCT']
82	for	for	IF	['Z5']
83	to	to	II	['Z5']
84	minutes	minute	NNT2	['T1.3', 'Q1.2']
85	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Grease	grease	NN1	['T1.3']
12	and	and	CC	['T1.3']
13	flour	flour	NN1	['T1.3']
14	a	a	AT1	['Z5']
15	x	x	MC	['Z5']
16	inch	inch	NNU1	['N3.7']
17	pan	pan	NN1	['O2']
18	.	.	.	['PUNCT']
19	Sift	sift	VB	['A1.1.1', 'X2.4']
20	together	together	RL	['S5+', 'T1.1.2', 'M6']
21	the	the	AT	['Z5']
22	flour	flour	NN1	['F1']
23	,	,	,	['PUNCT']
24	cocoa	cocoa	NN1	['F2']
25	,	,	,	['PUNCT']
26	baking	bake	VBG	['O4.6+', 'F1']
27	powder	powder	NN1	['T1.3']
28	and	and	CC	['T1.3']
29	salt	salt	NN1	['T1.3']
30	.	.	.	['PUNCT']
31	Set	set	VB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
32	aside	aside	RL	['M6', 'A10-', 'A9+']
33	.	.	.	['PUNCT']
34	In	in	II	['Z5']
35	a	a	AT1	['Z5']
36	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
37	bowl	bowl	NN1	['O2']
38	,	,	,	['PUNCT']
39	cream	cream	NN1	['F1', 'A9+', 'S7.1+']
40	together	together	RL	['S5+', 'T1.1.2', 'M6']
41	/	/	FO	['Z99']
42	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
43	butter	butter	NN1	['F1']
44	,	,	,	['PUNCT']
45	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
46	,	,	,	['PUNCT']
47	and	and	CC	['Z5']
48	/	/	FO	['Z99']
49	sugar	sugar	NN1	['F1']
50	until	until	CS	['Z5']
51	light	light	JJ	['W2', 'O3/W2', 'M3', 'O4.6+', 'X4.1', 'E1']
52	and	and	CC	['Z5']
53	fluffy	fluffy	JJ	['O4.5']
54	.	.	.	['PUNCT']
55	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
56	in	in	II	['Z5']
57	eggs	egg	NN2	['L2', 'F1']
58	,	,	,	['PUNCT']
59	one	one	PN1	['N1', 'T3', 'T1.2']
60	at	at	II	['T1.1.2']
61	a	a	AT1	['T1.1.2']
62	time	time	NNT1	['T1.1.2']
63	,	,	,	['PUNCT']
64	then	then	RT	['N4', 'Z5', 'T1.2']
65	stir	stir	VB	['A1.1.1', 'M1']
66	in	in	II	['Z5']
67	the	the	AT	['Z5']
68	zucchini	zucchini	NN	['Z99']
69	.	.	.	['PUNCT']
70	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
71	in	in	II	['Z5']
72	the	the	AT	['Z5']
73	flour	flour	NN1	['F1']
74	mixture	mixture	NN1	['O1.1', 'A6.3+']
75	alternately	alternately	RR	['Z99']
76	with	with	IW	['Z5']
77	the	the	AT	['Z5']
78	buttermilk	buttermilk	NN1	['F1', 'F2']
79	.	.	.	['PUNCT']
80	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
81	half	half	DB	['Df/A5.1+++mfnc']
82	of	of	IO	['Df/A5.1+++mfnc']
83	the	the	AT	['Df/A5.1+++mfnc']
84	batter	batter	NN1	['Df/A5.1+++mfnc']
85	into	into	II	['Z5']
86	prepared	prepared	JJ	['X7+', 'O4.1']
87	pan	pan	NN1	['O2']
88	.	.	.	['PUNCT']
89	Make	make	VB	['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']
90	the	the	AT	['Z5']
91	filling	filling	NN1	['B3', 'F1', 'O1', 'O2', 'I3.1', 'Q1.2@']
92	:	:	:	['PUNCT']
93	In	in	II	['Z5']
94	a	a	AT1	['Z5']
95	medium	medium	JJ	['N3.2', 'N3.1']
96	bowl	bowl	NN1	['O2']
97	,	,	,	['PUNCT']
98	beat	beat	VBD	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
99	cream	cream	NN1	['F1']
100	cheese	cheese	NN1	['F1']
101	,	,	,	['PUNCT']
102	tablespoons	tablespoon	NN2	['O2/F1']
103	butter	butter	NN1	['F1']
104	.	.	.	['PUNCT']
105	Combine	Combine	VB	['S5+c', 'F4']
106	/	/	FO	['Z99']
107	cup	cup	NN1	['O4.4']
108	sugar	sugar	NN1	['T1.3']
109	and	and	CC	['T1.3']
110	cornstarch	cornstarch	VV0	['T1.3']
111	;	;	;	['PUNCT']
112	beat	beat	VB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
113	into	into	II	['Z5']
114	the	the	AT	['Z5']
115	cream	cream	NN1	['F1']
116	cheese	cheese	NN1	['F1']
117	mixture	mixture	NN1	['O1.1', 'A6.3+']
118	until	until	CS	['Z5']
119	smooth	smooth	JJ	['O4.5']
120	.	.	.	['PUNCT']
121	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
122	in	in	II	['Z5']
123	egg	egg	NN1	['L2', 'F1']
124	,	,	,	['PUNCT']
125	milk	milk	NN1	['T1.3']
126	and	and	CC	['T1.3']
127	vanilla	vanilla	NN1	['T1.3']
128	.	.	.	['PUNCT']
129	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
130	over	over	RP	['Z5']
131	batter	batter	NN1	['F1']
132	in	in	II	['Z5']
133	pan	pan	NN1	['O2']
134	,	,	,	['PUNCT']
135	distributing	distribute	VBG	['A9-', 'I2.2', 'M2/N3.6']
136	evenly	evenly	RR	['N6+', 'A6.1+']
137	.	.	.	['PUNCT']
138	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
139	remaining	remain	VBG	['T2++', 'M8', 'N5.2+']
140	batter	batter	NN1	['F1']
141	over	over	II	['Z5']
142	filling	filling	NN1	['B3', 'F1', 'O1', 'O2', 'I3.1', 'Q1.2@']
143	.	.	.	['PUNCT']
144	Bake	Bake	VB	['F1', 'O4.6']
145	in	in	II	['Z5']
146	the	the	AT	['Z5']
147	preheated	preheated	JJ	['N4/O4.6+']
148	oven	oven	NN1	['O2/F1']
149	for	for	IF	['Z5']
150	to	to	II	['Z5']
151	minutes	minute	NNT2	['T1.3', 'Q1.2']
152	,	,	,	['PUNCT']
153	or	or	CC	['Z5']
154	until	until	CS	['Z5']
155	a	a	AT1	['Z5']
156	toothpick	toothpick	NN1	['B4']
157	inserted	insert	VBN	['A1.1.1']
158	into	into	II	['Z5']
159	the	the	AT	['Z5']
160	center	center	NN1	['Df/A5.1+++mfnc']
161	of	of	IO	['Df/A5.1+++mfnc']
162	the	the	AT	['Df/A5.1+++mfnc']
163	cake	cake	NN1	['Df/A5.1+++mfnc']
164	comes	come	VBZ	['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']
165	out	out	RP	['Z5']
166	clean	clean	JJ	['O4.2+', 'G2.2+']
167	.	.	.	['PUNCT']
168	Allow	allow	VB	['S7.4+', 'S8+', 'X2.1']
169	to	to	TO	['Z5']
170	cool	cool	VB	['O4.6-/A2.1', 'X5.2-/A2.1']
171	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Spray	spray	VB	['A1.1.1']
12	a	a	AT1	['Z5']
13	inch	inch	NNU1	['N3.7']
14	Bundt	Bundt	NN1	['T1.3']
15	pan	pan	NN1	['T1.3']
16	with	with	IW	['Z5']
17	non-stick	non stick	JJ	['Z6', 'M2', 'A1.1.1', 'A1.7+', 'A2.1-', 'T2++', 'E2+', 'A9+%']
20	cooking	cooking	NN1	['F1']
21	spray	spray	NN1	['A1.1.1', 'O2', 'N5', 'B3']
22	.	.	.	['PUNCT']
23	In	in	II	['Z5']
24	a	a	AT1	['Z5']
25	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
26	bowl	bowl	NN1	['O2']
27	,	,	,	['PUNCT']
28	cream	cream	NN1	['F1', 'A9+', 'S7.1+']
29	together	together	RL	['S5+', 'T1.1.2', 'M6']
30	the	the	AT	['Z5']
31	butter	butter	NN1	['T1.3']
32	and	and	CC	['T1.3']
33	sugar	sugar	NN1	['T1.3']
34	until	until	CS	['Z5']
35	light	light	JJ	['W2', 'O3/W2', 'M3', 'O4.6+', 'X4.1', 'E1']
36	and	and	CC	['Z5']
37	fluffy	fluffy	JJ	['O4.5']
38	.	.	.	['PUNCT']
39	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
40	in	in	II	['Z5']
41	the	the	AT	['Z5']
42	eggs	egg	NN2	['L2', 'F1']
43	one	one	PN1	['N1', 'T3', 'T1.2']
44	at	at	II	['T1.1.2']
45	a	a	AT1	['T1.1.2']
46	time	time	NNT1	['T1.1.2']
47	.	.	.	['PUNCT']
48	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
49	in	in	II	['Z5']
50	the	the	AT	['Z5']
51	sliced	slice	VBN	['A1.1.1']
52	bananas	banana	NN2	['F1']
53	,	,	,	['PUNCT']
54	sour	sour	JJ	['X3.1', 'S1.2.1-']
55	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
56	and	and	CC	['Z5']
57	baking	bake	VVG	['F1']
58	soda	soda	NN1	['F1']
59	.	.	.	['PUNCT']
60	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
61	in	in	II	['Z5']
62	the	the	AT	['Z5']
63	flour	flour	NN1	['F1']
64	.	.	.	['PUNCT']
65	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
66	batter	batter	NN1	['F1']
67	into	into	II	['Z5']
68	prepared	prepared	JJ	['X7+', 'O4.1']
69	pan	pan	NN1	['O2']
70	.	.	.	['PUNCT']
71	Bake	Bake	VB	['F1', 'O4.6']
72	in	in	II	['Z5']
73	the	the	AT	['Z5']
74	preheated	preheated	JJ	['N4/O4.6+']
75	oven	oven	NN1	['O2/F1']
76	for	for	IF	['Z5']
77	minutes	minute	NNT2	['T1.3', 'Q1.2']
78	,	,	,	['PUNCT']
79	or	or	CC	['Z5']
80	until	until	CS	['Z5']
81	a	a	AT1	['Z5']
82	toothpick	toothpick	NN1	['B4']
83	inserted	insert	VBN	['A1.1.1']
84	into	into	II	['Z5']
85	the	the	AT	['Z5']
86	center	center	NN1	['Df/A5.1+++mfnc']
87	of	of	IO	['Df/A5.1+++mfnc']
88	the	the	AT	['Df/A5.1+++mfnc']
89	cake	cake	NN1	['Df/A5.1+++mfnc']
90	comes	come	VBZ	['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']
91	out	out	RP	['Z5']
92	clean	clean	JJ	['O4.2+', 'G2.2+']
93	.	.	.	['PUNCT']
94	Let	let	VB	['S7.4+', 'I2.2/H1', 'T2-']
95	cool	cool	JJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
96	in	in	II	['Z5']
97	pan	pan	NN1	['O2']
98	for	for	IF	['Z5']
99	minutes	minute	NNT2	['T1.3', 'Q1.2']
100	,	,	,	['PUNCT']
101	then	then	RT	['N4', 'Z5', 'T1.2']
102	turn	turn	VB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
103	out	out	RP	['Z5']
104	onto	onto	II	['Z5']
105	a	a	AT1	['Z5']
106	wire	wire	NN1	['O2', 'O3', 'Q1.3']
107	rack	rack	NN1	['O2', 'G2.1/O2', 'F1']
108	and	and	CC	['Z5']
109	cool	cool	JJ	['O4.6-/A2.1', 'X5.2-/A2.1']
110	completely	completely	RR	['A13.2']
111	.	.	.	['PUNCT']
1	In	in	II	['Z5']
2	a	a	AT1	['Z5']
3	mixing	mixing	VBG	['A2.1+', 'S1.1.3+', 'K3']
4	bowl	bowl	NN1	['O2']
5	,	,	,	['PUNCT']
6	combine	combine	VB	['A2.2', 'A1.8+', 'S5+c', 'F4']
7	sugar	sugar	NN1	['F1']
8	,	,	,	['PUNCT']
9	margarine	margarine	NN1	['F1']
10	and	and	CC	['Z5']
11	crushed	crush	VBN	['A1.1.2', 'A1.1.1', 'X9.2+/G3', 'S7.1+']
12	pineapple	pineapple	NN1	['L3', 'F1']
13	.	.	.	['PUNCT']
14	Stir	stir	VB	['A1.1.1', 'M1']
15	in	in	II	['Z5']
16	a	a	AT1	['Z5']
17	small	small	JJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
18	amount	amount	NN1	['N5']
19	of	of	IO	['Z5']
20	pineapple	pineapple	NN1	['L3', 'F1']
21	juice	juice	NN1	['F2', 'O1.2']
22	if	if	CS	['Z7']
23	the	the	AT	['Z5']
24	mixture	mixture	NN1	['O1.1', 'A6.3+']
25	needs	need	VBZ	['S6+']
26	more	more	DAR	['A13.3', 'N6++']
27	moisture	moisture	NN1	['O1.2', 'W4']
28	.	.	.	['PUNCT']
29	When	when	CS	['Z5']
30	the	the	AT	['Z5']
31	mixture	mixture	NN1	['O1.1', 'A6.3+']
32	is	be	VBZ	['A3+', 'Z5']
33	well	well	RR	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
34	blended	blend	JJ	['A2.1+']
35	shape	shape	NN1	['A5.4+']
36	it	it	PPH1	['A5.4+']
37	into	into	II	['Z5']
38	two	two	MC	['N1', 'T3', 'T1.2']
39	/	/	FO	['Z99']
40	pound	pound	NN1	['I1', 'N3.5', 'M7']
41	eggs	egg	NN2	['L2', 'F1']
42	(	(	(	['PUNCT']
43	or	or	CC	['Z5']
44	a	a	AT1	['Z5']
45	bunch	bunch	NN1	['N5+', 'S5+c']
46	of	of	IO	['Z5']
47	smaller	small	JJR	['N3.2--', 'N3.7--', 'N5--', 'T3--', 'A11.1--', 'S5--/I2.1', 'X3.2-', 'A5.1--']
48	eggs	egg	NN2	['L2', 'F1']
49	)	)	)	['PUNCT']
50	.	.	.	['PUNCT']
51	Freeze	freeze	VB	['O4.6-', 'M8', 'T2-', 'E5-']
52	for	for	IF	['Z5']
53	one	one	MC1	['N1', 'T3', 'T1.2']
54	hour	hour	NNT1	['T1.3']
55	.	.	.	['PUNCT']
56	While	while	CS	['Z5']
57	the	the	AT	['Z5']
58	eggs	egg	NN2	['L2', 'F1']
59	are	be	VBP	['A3+', 'Z5']
60	freezing	freeze	VBG	['O4.6-', 'M8', 'T2-', 'E5-']
61	,	,	,	['PUNCT']
62	cut	cut	VBD	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
63	semi-sweet	semi sweet	JJ	['A13.4', 'X3.1', 'O4.2+']
66	chocolate	chocolate	NN1	['F1']
67	into	into	II	['Z5']
68	small	small	JJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
69	pieces	piece	NN2	['T1.3']
70	and	and	CC	['T1.3']
71	place	place	VV0	['T1.3']
72	in	in	II	['Z5']
73	top	top	NN1	['M6', 'N4', 'N5.1+', 'O2', 'B5', 'K6', 'N5.1-']
74	of	of	IO	['Z5']
75	double	double	JJ	['N5+']
76	boiler	boiler	NN1	['O2']
77	with	with	IW	['Z5']
78	shortening	shortening	VVG	['N3.7-/A2.1', 'N5-/A2.1', 'A2.1/T1.3', 'N3.3-/A2.1', 'F1']
79	.	.	.	['PUNCT']
80	Melt	Melt	VB	['A2.1+', 'O4.6+']
81	over	over	RP	['Z5']
82	medium	medium	JJ	['N3.2', 'N3.1']
83	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
84	,	,	,	['PUNCT']
85	stirring	stir	VBG	['A1.1.1', 'M1']
86	frequently	frequently	RR	['N6+']
87	until	until	CS	['Z5']
88	smooth	smooth	JJ	['O4.5']
89	.	.	.	['PUNCT']
90	Stick	stick	VB	['M2', 'A1.1.1', 'A1.7+', 'A2.1-', 'T2++', 'E2+', 'A9+%']
91	a	a	AT1	['Z5']
92	long-tined	long tin	JJ	['T1.3+', 'A1.1.1']
95	fork	fork	NN1	['O2', 'O4.4']
96	in	in	II	['Z5']
97	top	top	NN1	['M6', 'N4', 'N5.1+', 'O2', 'B5', 'K6', 'N5.1-']
98	of	of	IO	['Z5']
99	each	each	DD1	['N6+']
100	pineapple	pineapple	NN1	['N6+']
101	egg	egg	NN1	['L2', 'F1']
102	,	,	,	['PUNCT']
103	dip	dip	VV0	['A5.4+']
104	it	it	PPH1	['A5.4+']
105	in	in	II	['Z5']
106	melted	melt	VBN	['O4.6']
107	chocolate	chocolate	NN1	['F1']
108	to	to	TO	['Z5']
109	cover	cover	VB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
110	then	then	RT	['N4', 'Z5', 'T1.2']
