Index	Text	POS CLAWS
98	Allow	VV0
99	cookies	NN2
100	to	TO
101	cool	VVI
102	on	II
103	baking	VVG
104	sheet	NN1
105	for	IF
106	minutes	NNT2
107	before	II
108	removing	VVG
109	to	II
110	a	AT1
111	wire	NN1
112	rack	NN1
113	to	TO
114	cool	VVI
115	completely	RR
116	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Butter	VV0
12	a	AT1
13	x-inch	NNU1
14	baking	NN1
15	dish	NN1
16	.	.
17	Place	VV0
18	the	AT
19	pastry	NN1
20	sheets	NN2
21	in	II
22	the	AT
23	baking	NN1
24	dish	NN1
25	and	CC
26	place	VV0
27	the	AT
28	dish	NN1
29	in	II
30	the	AT
31	oven	NN1
32	.	.
33	Watch	VV0
34	it	PPH1
35	closely	RR
36	.	.
37	When	CS
38	the	AT
39	top	JJ
40	layer	NN1
41	turns	VVZ
42	crunchy	JJ
43	and	CC
44	golden	JJ
45	,	,
46	remove	VV0
47	it	PPH1
48	from	II
49	the	AT
50	oven	NN1
51	.	.
52	Continue	VV0
53	until	CS
54	all	DB
55	the	AT
56	sheets	NN2
57	are	VBR
58	cooked	VVN
59	.	.
60	Preheat	VV0
61	the	AT
62	ovens	NN2
63	broiler	NN1
64	.	.
65	In	II
66	a	AT1
67	bowl	NN1
68	,	,
69	combine	VV0
70	walnuts	NN2
71	,	,
72	pecans	NN2
73	,	,
74	hazelnuts	NN2
75	,	,
76	raisins	NN2
77	,	,
78	coconut	NN1
79	and	CC
80	/	FO
81	cup	NN1
82	sugar	NN1
83	.	.
84	Break	VV0
85	cooked	JJ
86	pastry	NN1
87	into	II
88	pieces	NN2
89	and	CC
90	stir	VV0
91	into	II
92	nut	NN1
93	mixture	NN1
94	.	.
95	Spread	VV0
96	mixture	NN1
97	evenly	RR
98	in	II
99	x-inch	JJ
100	dish	NN1
101	.	.
102	Bring	VV0
103	milk	NN1
104	and	CC
105	/	FO
106	cup	NN1
107	sugar	NN1
108	to	II
109	a	AT1
110	boil	NN1
111	in	II
112	a	AT1
113	medium	JJ
114	saucepan	NN1
115	over	II
116	medium	JJ
117	heat	NN1
118	.	.
119	Pour	VV0
120	over	RP
121	nut	NN1
122	mixture	NN1
123	.	.
124	Beat	VV0
125	the	AT
126	heavy	JJ
127	cream	NN1
128	with	IW
129	the	AT
130	remaining	JJ
131	/	FO
132	cup	NN1
133	sugar	NN1
134	until	CS
135	stiff	JJ
136	peaks	NN2
137	form	VV0
138	.	.
139	Spread	VV0
140	evenly	RR
141	over	II
142	nut	NN1
143	mixture	NN1
144	in	II
145	dish	NN1
146	.	.
147	Place	VV0
148	dessert	NN1
149	under	II
150	oven	NN1
151	broiler	NN1
152	until	CS
153	top	NN1
154	is	VBZ
155	golden	JJ
156	brown	JJ
157	,	,
158	about	II
159	minutes	NNT2
160	.	.
161	Serve	VV0
162	hot	JJ
163	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Line	VV0
12	the	AT
13	sides	NN2
14	of	IO
15	one	MC1
16	inch	NNU1
17	springform	NN1
18	pan	NN1
19	with	IW
20	lady	NN1
21	fingers	NN2
22	then	RT
23	line	VV0
24	the	AT
25	bottom	NN1
26	with	IW
27	lady	NN1
28	fingers	NN2
29	(	(
30	cutting	VVG
31	lady	NN1
32	fingers	NN2
33	,	,
34	if	CS
35	necessary	JJ
36	)	)
37	.	.
38	Cream	VV0
39	the	AT
40	cream	NN1
41	cheese	NN1
42	and	CC
43	sugar	NN1
44	together	RL
45	.	.
46	Add	VV0
47	the	AT
48	eggs	NN2
49	,	,
50	one	PN1
51	at	II
52	a	AT1
53	time	NNT1
54	,	,
55	beating	VVG
56	after	II
57	each	DD1
58	addition	NN1
59	.	.
60	Stir	VV0
61	in	II
62	the	AT
63	extracts	NN2
64	and	CC
65	fold	VV0
66	in	II
67	the	AT
68	sour	JJ
69	cream	NN1
70	.	.
71	Pour	VV0
72	batter	NN1
73	into	II
74	the	AT
75	prepared	JJ
76	pan	NN1
77	.	.
78	Cover	VV0
79	tops	NN2
80	of	IO
81	lady	NN1
82	fingers	NN2
83	with	IW
84	foil	NN1
85	.	.
86	Bake	VV0
87	at	II
88	degrees	NN2
89	F	ZZ1
90	(	(
91	degrees	NN2
92	C	ZZ1
93	)	)
94	for	IF
95	to	II
96	minutes	NNT2
97	,	,
98	until	CS
99	almost	RR
100	set	VVN
101	in	II
102	the	AT
103	middle	NN1
104	.	.
105	Remove	VV0
106	cake	NN1
107	from	II
108	oven	NN1
109	and	CC
110	let	VV0
111	stand	VVI
112	for	IF
113	/	FO
114	hour	NNT1
115	,	,
116	then	RT
117	remove	VV0
118	sides	NN2
119	of	IO
120	pan	NN1
121	.	.
122	Place	VV0
123	in	II
124	the	AT
125	refrigerator	NN1
126	for	IF
127	at	RR21
128	least	RR22
129	hours	NNT2
130	.	.
131	Before	II
132	serving	VVG
133	top	NN1
134	with	IW
135	canned	JJ
136	pie	NN1
137	filling	NN1
138	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Lightly	RR
12	grease	VV0
13	cookie	NN1
14	sheets	NN2
15	or	CC
16	line	NN1
17	with	IW
18	parchment	NN1
19	paper	NN1
20	.	.
21	Melt	VV0
22	unsweetened	JJ
23	chocolate	NN1
24	in	II
25	top	NN1
26	of	IO
27	double	JJ
28	boiler	NN1
29	or	CC
30	hot	JJ
31	,	,
32	not	XX
33	boiling	JJ
34	water	NN1
35	.	.
36	Remove	VV0
37	from	II
38	heat	NN1
39	;	;
40	let	VV0
41	cool	JJ
42	.	.
43	Cream	NN1
44	butter	NN1
45	,	,
46	melted	VVD
47	chocolate	NN1
48	and	CC
49	sugar	NN1
50	in	II
51	large	JJ
52	bowl	NN1
53	until	CS
54	blended	VVN
55	.	.
56	Add	VV0
57	egg	NN1
58	and	CC
59	vanilla	NN1
60	;	;
61	beat	VV0
62	until	CS
63	light	NN1
64	.	.
65	Blend	VV0
66	in	II
67	flour	NN1
68	,	,
69	baking	VVG
70	soda	NN1
71	,	,
72	chocolate	NN1
73	chips	NN2
74	and	CC
75	macadamia	NN1
76	nuts	NN2
77	.	.
78	Drop	VV0
79	dough	NN1
80	by	II
81	rounded	JJ
82	teaspoonfuls	NN2
83	inches	NNU2
84	apart	RL
85	onto	II
86	prepared	JJ
87	cookie	NN1
88	sheets	NN2
89	.	.
90	Bake	VV0
91	to	II
92	minutes	NNT2
93	or	CC
94	until	CS
95	firm	NN1
96	.	.
97	DO	VD0
98	NOT	XX
99	OVERBAKE	VVI
100	.	.
101	Remove	VV0
102	to	TO
103	wire	VVI
104	racks	NN2
105	to	TO
106	cool	VVI
107	.	.

1	In	II
2	a	AT1
3	medium	JJ
4	bowl	NN1
5	,	,
6	cream	NN1
7	together	RL
8	the	AT
9	margarine	NN1
10	,	,
11	eggs	NN2
12	and	CC
13	confectioners	NN2
14	sugar	NN1
15	;	;
16	beat	VV0
17	for	IF
18	minutes	NNT2
19	.	.
20	Spread	VV0
21	evenly	RR
22	in	II
23	the	AT
24	graham	NN1
25	cracker	NN1
26	crusts	NN2
27	.	.
28	In	II
29	each	DD1
30	crust	NN1
31	,	,
32	place	VV0
33	banana	NN1
34	slices	NN2
35	on	II31
36	top	II32
37	of	II33
38	sugar	NN1
39	mixture	NN1
40	;	;
41	spread	VV0
42	pineapple	NN1
43	on	II
44	bananas	NN2
45	.	.
46	Spoon	VV0
47	a	RR21
48	little	RR22
49	of	IO
50	the	AT
51	reserved	JJ
52	juice	NN1
53	over	II
54	fruit	NN
55	.	.
56	Spoon	NN1
57	whipped	VVD
58	topping	VVG
59	over	II
60	fruit	NN
61	;	;
62	garnish	VV0
63	with	IW
64	cherries	NN2
65	and	CC
66	pecans	NN2
67	.	.
68	Chill	NN1
69	before	II
70	serving	VVG
71	.	.

1	Mix	VV0
2	/	FO
3	cup	NN1
4	corn	NN1
5	flakes	NN2
6	,	,
7	coconut	NN1
8	,	,
9	peanut	NN1
10	butter	NN1
11	and	CC
12	honey	NN1
13	together	RL
14	.	.
15	Shape	NN1
16	into	II
17	small	JJ
18	balls	NN2
19	and	CC
20	roll	VV0
21	them	PPHO2
22	in	II
23	the	AT
24	remaining	JJ
25	cornflakes	NN2
26	.	.
27	These	DD2
28	cookies	NN2
29	can	VM
30	be	VBI
31	put	VVN
32	in	II
33	the	AT
34	fridge	NN1
35	to	II
36	firm	NN1
37	up	RP
38	.	.
39	They	PPHS2
40	also	RR
41	freeze	VV0
42	well	RR
43	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	cookie	NN1
13	sheets	NN2
14	.	.
15	Melt	VV0
16	butter	NN1
17	or	CC
18	margarine	NN1
19	over	II
20	low	JJ
21	heat	NN1
22	.	.
23	In	II
24	a	AT1
25	separate	JJ
26	bowl	NN1
27	,	,
28	beat	VV0
29	together	RL
30	the	AT
31	eggs	NN2
32	,	,
33	sugar	NN1
34	,	,
35	sour	JJ
36	cream	NN1
37	,	,
38	and	CC
39	vanilla	NN1
40	.	.
41	Mix	VV0
42	in	II
43	the	AT
44	melted	JJ
45	butter	NN1
46	and	CC
47	stir	VV0
48	until	CS
49	well	RR
50	blended	VVN
51	.	.
52	Sift	VV0
53	together	RL
54	the	AT
55	flour	NN1
56	,	,
57	baking	VVG
58	soda	NN1
59	,	,
60	and	CC
61	nutmeg	NN1
62	and	CC
63	add	VV0
64	to	II
65	egg	NN1
66	mixture	NN1
67	,	,
68	stirring	VVG
69	constantly	RR
70	.	.
71	Drop	VV0
72	by	II
73	teaspoonfuls	NN2
74	onto	II
75	cookie	NN1
76	sheets	NN2
77	,	,
78	about	RG
79	inch	NNU1
80	apart	RL
81	.	.
82	Bake	VV0
83	for	IF
84	minutes	NNT2
85	,	,
86	or	CC
87	until	CS
88	lightly	RR
89	browned	VVD
90	.	.

1	In	II
2	the	AT
3	top	NN1
4	of	IO
5	a	AT1
6	double	JJ
7	boiler	NN1
8	,	,
9	melt	VV0
10	the	AT
11	chocolate	NN1
12	and	CC
13	butterscotch	VV0
14	chips	NN2
15	.	.
16	In	II
17	a	AT1
18	large	JJ
19	bowl	NN1
20	,	,
21	combine	VV0
22	the	AT
23	raisins	NN2
24	,	,
25	peanuts	NN2
26	,	,
27	marshmallows	NN2
28	and	CC
29	chow	NN121
30	mein	NN122
31	noodles	NN2
32	.	.
33	Add	VV0
34	melted	JJ
35	chocolate	NN1
36	mixture	NN1
37	and	CC
38	quickly	RR
39	mix	VV0
40	well	RR
41	.	.
42	Drop	VV0
43	by	II
44	tablespoons	NN2
45	onto	II
46	wax	NN1
47	paper	NN1
48	;	;
49	allow	VV0
50	to	TO
51	sit	VVI
52	until	CS
53	hardened	JJ
54	.	.

1	Spray	VV0
2	a	AT1
3	x	MC
4	inch	NNU1
5	baking	NN1
6	pan	NN1
7	with	IW
8	nonstick	NN1
9	spray	NN1
10	;	;
11	set	VV0
12	aside	RL
13	.	.
14	Melt	VV0
15	the	AT
16	peanut	NN1
17	butter	NN1
18	,	,
19	butter	NN1
20	,	,
21	and	CC
22	marshmallows	VVZ
23	in	II
24	a	AT1
25	saucepan	NN1
26	over	II
27	medium	JJ
28	heat	NN1
29	,	,
30	stirring	VVG
31	until	CS
32	smooth	JJ
33	.	.
34	Stir	VV0
35	in	II
36	the	AT
37	honey	NN1
38	.	.
39	Remove	VV0
40	from	II
41	heat	NN1
42	;	;
43	stir	VV0
44	in	II
45	the	AT
46	honey	NN1
47	graham	NN1
48	cereal	NN1
49	.	.
50	Press	VV0
51	the	AT
52	mixture	NN1
53	evenly	RR
54	into	II
55	the	AT
56	prepared	JJ
57	pan	NN1
58	with	IW
59	a	AT1
60	greased	JJ
61	spatula	NN1
62	.	.
63	Allow	VV0
64	to	TO
65	cool	VVI
66	;	;
67	cut	VV0
68	into	II
69	squares	NN2
70	to	TO
71	serve	VVI
72	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Lightly	RR
12	grease	VV0
13	baking	VVG
14	sheets	NN2
15	.	.
16	Combine	VV0
17	shortening	VVG
18	,	,
19	brown	JJ
20	sugar	NN1
21	,	,
22	egg	NN1
23	,	,
24	milk	NN1
25	,	,
26	and	CC
27	vanilla	NN1
28	in	II
29	large	JJ
30	bowl	NN1
31	.	.
32	Beat	VV0
33	at	II
34	medium	JJ
35	speed	NN1
36	until	CS
37	creamy	JJ
38	.	.
39	Combine	VV0
40	oats	NN1
41	,	,
42	flour	NN1
43	,	,
44	baking	VVG
45	soda	NN1
46	,	,
47	salt	NN1
48	and	CC
49	cinnamon	NN1
50	.	.
51	Mix	VV0
52	into	II
53	creamed	JJ
54	mixture	NN1
55	until	CS
56	just	RR
57	blended	VVN
58	.	.
59	Stir	VV0
60	in	II
61	nuts	NN2
62	.	.
63	Drop	VV0
64	by	II
65	rounded	JJ
66	tablespoon	NN1
67	onto	II
68	baking	VVG
69	sheet	NN1
70	two	MC
71	inches	NNU2
72	apart	RL
73	and	CC
74	place	VV0
75	caramel	NN1
76	in	II
77	center-do	VD0
78	not	XX
79	press	VV0
80	down	RP
81	.	.
82	Bake	VV0
83	ten	MC
84	to	II
85	twelve	MC
86	minutes	NNT2
87	or	CC
88	until	CS
89	light	JJ
90	brown	NN1
91	around	II
92	edges	NN2
93	and	CC
94	caramel	NN1
95	is	VBZ
96	completely	RR
97	melted	VVN
98	.	.

1	Melt	VV0
2	butter	NN1
3	or	CC
4	margarine	NN1
5	in	II
6	x	MC
7	inch	NNU1
8	pan	NN1
9	.	.
10	Mix	VV0
11	together	RL
12	the	AT
13	flour	NN1
14	,	,
15	sugar	NN1
16	,	,
17	and	CC
18	milk	NN1
19	.	.
20	Pour	VV0
21	mixture	NN1
22	into	II
23	the	AT
24	pan	NN1
25	.	.
26	Spread	VV0
27	peaches	NN2
28	,	,
29	including	II
30	syrup	NN1
31	,	,
32	evenly	RR
33	around	II
34	the	AT
35	pan	NN1
36	.	.
37	Bake	VV0
38	at	II
39	degrees	NN2
40	F	ZZ1
41	(	(
42	degrees	NN2
43	C	ZZ1
44	)	)
45	for	IF
46	to	II
47	minutes	NNT2
48	,	,
49	until	CS
50	the	AT
51	crust	NN1
52	turns	VVZ
53	golden	JJ
54	brown	JJ
55	.	.
56	Let	VV0
57	cool	JJ
58	for	IF
59	about	II
60	minutes	NNT2
61	before	II
62	serving	VVG
63	.	.

1	Sprinkle	VV0
2	the	AT
3	unflavored	JJ
4	gelatin	NN1
5	over	II
6	/	FO
7	cup	NN1
8	of	IO
9	dark	JJ
10	rum	NN1
11	and	CC
12	allow	VV0
13	to	TO
14	soften	VVI
15	for	IF
16	minutes	NNT2
17	.	.
18	Meanwhile	RR
19	,	,
20	stir	VV0
21	together	RL
22	/	FO
23	cups	NN2
24	of	IO
25	whipping	VVG
26	cream	NN1
27	,	,
28	brown	JJ
29	sugar	NN1
30	,	,
31	and	CC
32	espresso	NN1
33	powder	NN1
34	in	II
35	a	AT1
36	saucepan	NN1
37	over	II
38	medium-high	JJ
39	heat	NN1
40	.	.
41	Bring	VV0
42	to	II
43	a	AT1
44	simmer	VV0
45	,	,
46	stirring	VVG
47	until	CS
48	brown	JJ
49	sugar	NN1
50	has	VHZ
51	dissolved	VVN
52	.	.
53	Remove	VV0
54	from	II
55	heat	NN1
56	,	,
57	then	RT
58	whisk	VV0
59	in	II
60	gelatin	NN1
61	mixture	NN1
62	until	CS
63	dissolved	VVN
64	.	.
65	Whisk	VV0
66	in	II
67	the	AT
68	coconut	NN1
69	milk	NN1
70	,	,
71	vanilla	NN1
72	extract	NN1
73	,	,
74	and	CC
75	sour	JJ
76	cream	NN1
77	until	CS
78	smooth	JJ
79	.	.
80	Evenly	RR
81	divide	VV0
82	the	AT
83	mixture	NN1
84	between	II
85	eight	MC
86	/	FO
87	cup	NN1
88	custard	NN1
89	cups	NN2
90	or	CC
91	molds	NN2
92	,	,
93	cover	VV0
94	each	DD1
95	with	IW
96	plastic	NN1
97	wrap	NN1
98	,	,
99	and	CC
100	chill	NN1
101	at	RR21
102	least	RR22
103	hours	NNT2
104	to	II
105	overnight	RT
106	.	.
107	Bring	VV0
108	/	FO
109	cup	NN1
110	whipping	VVG
111	cream	NN1
112	and	CC
113	corn	NN1
114	syrup	NN1
115	to	II
116	a	AT1
117	simmer	VV0
118	over	RP
119	medium-high	JJ
120	heat	NN1
121	.	.
122	Once	RR
123	simmering	JJ
124	,	,
125	remove	VV0
126	from	II
127	heat	NN1
128	,	,
129	and	CC
130	stir	VV0
131	in	II
132	the	AT
133	chocolate	NN1
134	until	CS
135	melted	VVN
136	and	CC
137	smooth	JJ
138	,	,
139	about	II
140	minutes	NNT2
141	.	.
142	Stir	VV0
143	in	II
144	tablespoon	NN1
145	of	IO
146	rum	NN1
147	and	CC
148	set	VV0
149	aside	RL
150	.	.
151	To	TO
152	serve	VVI
153	,	,
154	run	VV0
155	a	AT1
156	knife	NN1
157	around	II
158	the	AT
159	edge	NN1
160	of	IO
161	each	DD1
162	mold	NN1
163	,	,
164	then	RT
165	set	VV0
166	each	DD1
167	cup	NN1
168	into	II
169	a	AT1
170	shallow	JJ
171	bowl	NN1
172	of	IO
173	hot	JJ
174	water	NN1
175	for	IF
176	seconds	NNT2
177	to	TO
178	loosen	VVI
179	.	.
180	Invert	VV0
181	the	AT
182	mold	NN1
183	over	II
184	a	AT1
185	serving	NN1
186	plate	NN1
187	and	CC
188	remove	VV0
189	the	AT
190	panna	NN1
191	cotta	NN1
192	.	.
193	Spoon	NN1
194	chocolate	NN1
195	sauce	NN1
196	around	II
197	each	DD1
198	panna	NN1
199	cotta	NN1
200	and	CC
201	garnish	VV0
202	with	IW
203	a	AT1
204	sprig	NN1
205	of	IO
206	mint	NN1
207	.	.

1	Bring	VV0
2	milk	NN1
3	,	,
4	sugar	NN1
5	,	,
6	and	CC
7	vanilla	NN1
8	extract	NN1
9	to	II
10	a	AT1
11	boil	NN1
12	in	II
13	a	AT1
14	saucepan	NN1
15	over	II
16	high	JJ
17	heat	NN1
18	.	.
19	Reduce	VV0
20	heat	NN1
21	to	II
22	medium-low	JJ
23	,	,
24	and	CC
25	continue	VV0
26	cooking	NN1
27	,	,
28	and	CC
29	continuously	RR
30	stirring	VVG
31	until	II
32	the	AT
33	milk	NN1
34	has	VHZ
35	thickened	VVN
36	and	CC
37	turned	VVN
38	a	AT1
39	caramel	NN1
40	color	NN1
41	,	,
42	about	II
43	hour	NNT1
44	or	CC
45	more	RRR
46	.	.
47	Stir	VV0
48	in	II
49	baking	VVG
50	soda	NN1
51	.	.
52	Continue	VV0
53	cooking	NN1
54	until	CS
55	the	AT
56	caramelized	JJ
57	milk	NN1
58	has	VHZ
59	reached	VVN
60	a	AT1
61	pudding	NN1
62	consistency	NN1
63	.	.
64	Pour	VV0
65	manjar	NN1
66	into	II
67	a	AT1
68	bowl	NN1
69	and	CC
70	cool	JJ
71	completely	RR
72	in	II
73	the	AT
74	refrigerator	NN1
75	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	NN1
12	cookie	NN1
13	sheets	NN2
14	.	.
15	Combine	VV0
16	flour	NN1
17	and	CC
18	margarine	NN1
19	in	II
20	a	AT1
21	medium	JJ
22	size	NN1
23	mixing	NN1
24	bowl	NN1
25	.	.
26	Mix	VV0
27	in	II
28	sugar	NN1
29	,	,
30	cinnamon	NN1
31	and	CC
32	baking	VVG
33	powder	NN1
34	.	.
35	Stir	VV0
36	the	AT
37	egg	NN1
38	into	II
39	the	AT
40	mixture	NN1
41	.	.
42	Once	CS
43	the	AT
44	egg	NN1
45	is	VBZ
46	well	RR
47	incorporated	VVN
48	stir	VV0
49	in	II
50	the	AT
51	coconut	NN1
52	,	,
53	raisins	NN2
54	and	CC
55	vanilla	NN1
56	.	.
57	Drop	VV0
58	the	AT
59	dough	NN1
60	in	II
61	rough	JJ
62	heaps	NN2
63	the	AT
64	size	NN1
65	of	IO
66	an	AT1
67	egg	NN1
68	onto	II
69	cookie	NN1
70	sheets	NN2
71	.	.
72	Bake	VV0
73	minutes	NNT2
74	or	CC
75	until	CS
76	lightly	RR
77	browned	VVD
78	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Butter	NN1
13	and	CC
14	dust	NN1
15	with	IW
16	flour	NN1
17	a	AT1
18	inch	NNU1
19	bundt	NN1
20	tin	NN1
21	.	.
22	Cream	VV0
23	the	AT
24	butter	NN1
25	or	CC
26	margarine	NN1
27	till	II
28	light	NN1
29	and	CC
30	fluffy	JJ
31	.	.
32	Beat	VV0
33	in	II
34	the	AT
35	condensed	JJ
36	milk	NN1
37	.	.
38	Combine	VV0
39	the	AT
40	flour	NN1
41	,	,
42	cocoa	NN1
43	powder	NN1
44	,	,
45	baking	VVG
46	powder	NN1
47	,	,
48	and	CC
49	baking	VVG
50	soda	NN1
51	;	;
52	mix	VV0
53	into	II
54	the	AT
55	creamed	JJ
56	mixture	NN1
57	alternately	RR
58	with	IW
59	the	AT
60	cola	NN1
61	.	.
62	Bake	VV0
63	for	IF
64	minutes	NNT2
65	,	,
66	or	CC
67	until	CS
68	the	AT
69	cake	NN1
70	tests	NN2
71	done	VDN
72	.	.

1	Beat	VV0
2	cup	NN1
3	butter	NN1
4	and	CC
5	sugars	NN2
6	until	CS
7	light	JJ
8	and	CC
9	fluffy	JJ
10	in	II
11	large	JJ
12	bowl	NN1
13	.	.
14	Beat	VV0
15	in	II
16	eggs	NN2
17	.	.
18	Beat	VV0
19	in	II
20	crushed	JJ
21	pineapple	NN1
22	,	,
23	carrots	NN2
24	,	,
25	raisins	NN2
26	and	CC
27	vanilla	NN1
28	.	.
29	Stir	VV0
30	together	RL
31	flour	NN1
32	,	,
33	baking	VVG
34	soda	NN1
35	,	,
36	cinnamon	NN1
37	,	,
38	ginger	JJ
39	and	CC
40	salt	NN1
41	in	II
42	medium	JJ
43	bowl	NN1
44	.	.
45	Gradually	RR
46	add	VV0
47	to	II
48	pineapple	NN1
49	mixture	NN1
50	and	CC
51	beat	VVD
52	until	CS
53	well	RR
54	blended	VVN
55	.	.
56	Pour	VV0
57	into	II
58	inch	NNU1
59	greased	JJ
60	and	CC
61	floured	JJ
62	cake	NN1
63	pans	NN2
64	.	.
65	Bake	VV0
66	at	II
67	degrees	NN2
68	F	ZZ1
69	minutes	NNT2
70	or	CC
71	until	CS
72	toothpick	NN1
73	inserted	VVN
74	comes	VVZ
75	out	RP
76	clean	JJ
77	.	.
78	Cool	VV0
79	in	II
80	pans	NN2
81	minutes	NNT2
82	.	.
83	Remove	VV0
84	from	II
85	pans	NN2
86	;	;
87	cool	VV0
88	completely	RR
89	on	II
90	wire	NN1
91	racks	NN2
92	.	.
93	Beat	VV0
94	cream	NN1
95	cheese	NN1
96	with	IW
97	remaining	VVG
98	/	FO
99	cup	NN1
100	butter	NN1
101	until	CS
102	smooth	JJ
103	.	.
104	Beat	VV0
105	in	II
106	powdered	JJ
107	sugar	NN1
108	,	,
109	lemon	NN1
110	peel	NN1
111	and	CC
112	juice	NN1
113	until	CS
114	smooth	JJ
115	.	.
116	Spread	VV0
117	frosting	VVG
118	over	RP
119	cakes	NN2
120	.	.
121	Garnish	VV0
122	with	IW
123	additional	JJ
124	crushed	JJ
125	pineapple	NN1
126	and	CC
127	grated	VVD
128	carrots	NN2
129	,	,
130	if	CS
131	desired	VVN
132	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	medium	JJ
14	bowl	NN1
15	,	,
16	combine	VV0
17	graham	NN1
18	cracker	NN1
19	crumbs	NN2
20	,	,
21	chopped	JJ
22	walnuts	NN2
23	,	,
24	brown	JJ
25	sugar	NN1
26	,	,
27	cinnamon	NN1
28	,	,
29	nutmeg	NN1
30	and	CC
31	melted	JJ
32	butter	NN1
33	.	.
34	Mix	VV0
35	well	RR
36	and	CC
37	press	VV0
38	into	II
39	the	AT
40	bottom	NN1
41	of	IO
42	a	AT1
43	inch	NNU1
44	springform	NN1
45	pan	NN1
46	.	.
47	Bake	VV0
48	in	II
49	preheated	JJ
50	oven	NN1
51	for	IF
52	minutes	NNT2
53	.	.
54	Remove	VV0
55	from	II
56	oven	NN1
57	and	CC
58	allow	VV0
59	to	TO
60	cool	VVI
61	.	.
62	In	II
63	a	AT1
64	large	JJ
65	bowl	NN1
66	,	,
67	beat	VV0
68	cream	NN1
69	cheese	NN1
70	and	CC
71	sugar	NN1
72	together	RL
73	until	CS
74	smooth	JJ
75	.	.
76	Beat	VV0
77	in	II
78	sour	JJ
79	cream	NN1
80	and	CC
81	heavy	JJ
82	cream	NN1
83	.	.
84	Blend	VV0
85	in	II
86	the	AT
87	flour	NN1
88	and	CC
89	vanilla	NN1
90	.	.
91	With	IW
92	mixer	NN1
93	on	II
94	low	JJ
95	speed	NN1
96	,	,
97	add	VV0
98	eggs	NN2
99	one	PN1
100	at	II
101	a	AT1
102	time	NNT1
103	.	.
104	Pour	VV0
105	batter	NN1
106	over	II
107	crust	NN1
108	.	.
109	Bake	VV0
110	in	II
111	the	AT
112	preheated	JJ
113	oven	NN1
114	for	IF
115	to	II
116	minutes	NNT2
117	,	,
118	or	CC
119	until	CS
120	center	NN1
121	is	VBZ
122	almost	RR
123	set	VVN
124	(	(
125	filling	NN1
126	will	VM
127	be	VBI
128	soft	JJ
129	)	)
130	.	.
131	Refrigerate	VV0
132	at	RR21
133	least	RR22
134	hours	NNT2
135	or	CC
136	overnight	RT
137	before	II
138	removing	VVG
139	from	II
140	pan	NN1
141	.	.

1	In	II
2	a	AT1
3	saucepan	NN1
4	,	,
5	combine	VV0
6	butter	NN1
7	and	CC
8	sweetened	JJ
9	condensed	JJ
10	milk	NN1
11	.	.
12	Bring	VV0
13	to	II
14	a	AT1
15	boil	NN1
16	,	,
17	then	RT
18	remove	VV0
19	from	II
20	heat	NN1
21	.	.
22	Stir	VV0
23	in	II
24	chocolate	NN1
25	chips	NN2
26	and	CC
27	butterscotch	VV0
28	chips	NN2
29	until	CS
30	melted	VVN
31	.	.
32	Stir	VV0
33	in	II
34	nuts	NN2
35	,	,
36	marshmallows	NN2
37	and	CC
38	vanilla	NN1
39	.	.
40	Drop	VV0
41	by	II
42	spoonfuls	NN2
43	onto	II
44	waxed	JJ
45	paper	NN1
46	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Line	VV0
12	a	AT1
13	x	MC
14	inch	NNU1
15	baking	NN1
16	pan	NN1
17	with	IW
18	wax	NN1
19	paper	NN1
20	.	.
21	In	II
22	a	AT1
23	medium	JJ
24	saucepan	NN1
25	over	II
26	low	JJ
27	heat	NN1
28	,	,
29	place	VV0
30	the	AT
31	mango	NN1
32	with	IW
33	enough	DD
34	water	NN1
