Index	Text	Lemma	POS	USAS Tags
52	the	the	DET	['Z5']
53	almonds	almond	NOUN	['L3', 'F1/L3']
54	and	and	CCONJ	['Z5']
55	poppy	poppy	ADJ	['L3']
56	seeds	seed	NOUN	['L3', 'T2+', 'K5.1/S2']
57	;	;	PUNCT	['PUNCT']
58	mixing	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
59	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
60	enough	enough	ADJ	['N5+', 'N6+', 'A13.3']
61	to	to	PART	['Z5']
62	evenly	evenly	ADV	['N6+', 'A6.1+']
63	combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
64	.	.	PUNCT	['PUNCT']
65	Divide	divide	VERB	['A6.1-', 'A9-/N5.1', 'N2']
66	the	the	DET	['Z5']
67	dough	dough	NOUN	['F1', 'I1']
68	in	in	ADP	['A2.1+']
69	half	half	NOUN	['A2.1+']
70	.	.	PUNCT	['PUNCT']
71	Roll	roll	VERB	['M1', 'M2', 'A1.1.1']
72	each	each	DET	['N5.1+']
73	into	into	ADP	['Z5']
74	a	a	DET	['Z5']
75	inch	inch	NOUN	['N3.7']
76	log	log	NOUN	['O2', 'Q1.2', 'N2']
77	and	and	CCONJ	['Z5']
78	wrap	wrap	VERB	['A1.1.1']
79	with	with	ADP	['Z5']
80	waxed	wax	VERB	['A1.1.1', 'N3.2+/A2.1', 'A2.1+', 'B4']
81	paper	paper	NOUN	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
82	.	.	PUNCT	['PUNCT']
83	Refrigerate	refrigerate	NOUN	['Z99']
84	for	for	ADP	['Z5']
85	hours	hour	NOUN	['T1.3']
86	.	.	PUNCT	['PUNCT']
87	Preheat	preheat	VERB	['Z99']
88	an	an	DET	['Z5']
89	oven	oven	NOUN	['O2/F1']
90	to	to	PART	['Z5']
91	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
92	F	F	PROPN	['Z5']
93	(	(	PUNCT	['PUNCT']
94	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
95	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
96	)	)	PUNCT	['PUNCT']
97	.	.	PUNCT	['PUNCT']
98	Coat	coat	NOUN	['B5', 'O2']
99	logs	log	VERB	['Q1.2']
100	in	in	ADP	['Z5']
101	the	the	DET	['Z5']
102	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
103	/	/	SYM	['Z99']
104	cup	cup	NOUN	['O2', 'S7.3+', 'A5.1+/O2']
105	of	of	ADP	['Z5']
106	sugar	sugar	NOUN	['F1']
107	.	.	PUNCT	['PUNCT']
108	Cut	cut	VERB	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
109	the	the	DET	['Z5']
110	logs	log	NOUN	['O2', 'Q1.2', 'N2']
111	into	into	ADP	['Z5']
112	/	/	SYM	['Z99']
113	inch	inch	NOUN	['N3.7']
114	slices	slice	NOUN	['T1.3']
115	and	and	CCONJ	['T1.3']
116	place	place	NOUN	['T1.3']
117	on	on	ADP	['Z5']
118	a	a	DET	['Z5']
119	baking	baking	NOUN	['F1/O2']
120	sheet	sheet	NOUN	['F1/O2']
121	.	.	PUNCT	['PUNCT']
122	Bake	Bake	PROPN	['F1', 'O4.6']
123	in	in	ADP	['Z5']
124	the	the	DET	['Z5']
125	preheated	preheated	ADJ	['N4/O4.6+']
126	oven	oven	ADV	['O2/F1']
127	until	until	ADP	['Z5']
128	the	the	DET	['Z5']
129	cookies	cookie	NOUN	['F1']
130	begin	begin	VERB	['T2+']
131	to	to	PART	['Z5']
132	brown	brown	ADJ	['O4.3']
133	,	,	PUNCT	['PUNCT']
134	to	to	ADP	['Z5']
135	minutes	minute	NOUN	['T1.3', 'Q1.2']
136	.	.	PUNCT	['PUNCT']
137	Cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
138	in	in	ADP	['Z5']
139	the	the	DET	['Z5']
140	pans	pan	NOUN	['O2']
141	for	for	ADP	['Z5']
142	minutes	minute	NOUN	['T1.3', 'Q1.2']
143	before	before	ADP	['Z5']
144	removing	remove	VERB	['M2']
145	to	to	PART	['Z5']
146	cool	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
147	completely	completely	ADV	['A13.2']
148	on	on	ADP	['Z5']
149	a	a	DET	['Z5']
150	wire	wire	NOUN	['O2', 'O3', 'Q1.3']
151	rack	rack	NOUN	['O2', 'G2.1/O2', 'F1']
152	.	.	PUNCT	['PUNCT']

1	Beat	Beat	PROPN	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
2	sweetened	sweeten	VERB	['X3.1', 'O4.2+/A2.1', 'S1.1.1']
3	condensed	condense	VERB	['N5-/A2.1', 'O4.6-/A2.1']
4	milk	milk	NOUN	['F2', 'O1.2']
5	,	,	PUNCT	['PUNCT']
6	cream	cream	NOUN	['F1']
7	cheese	cheese	NOUN	['F1']
8	,	,	PUNCT	['PUNCT']
9	and	and	CCONJ	['Z5']
10	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
11	juice	juice	NOUN	['F2', 'O1.2']
12	together	together	ADV	['S5+', 'T1.1.2', 'M6']
13	in	in	ADP	['Z5']
14	a	a	DET	['Z5']
15	bowl	bowl	NOUN	['O2']
16	until	until	ADP	['Z5']
17	smooth	smooth	ADJ	['O4.5']
18	.	.	PUNCT	['PUNCT']
19	Fold	fold	VERB	['A1.1.1', 'T2-']
20	mandarin	mandarin	NOUN	['F1', 'O4.3', 'G1.1/S2mf']
21	orange	orange	NOUN	['F1', 'O4.3']
22	segments	segment	NOUN	['N5.1-', 'N2@']
23	through	through	ADP	['Z5']
24	the	the	DET	['Z5']
25	creamy	creamy	ADJ	['O4.3', 'O4.5', 'F1']
26	mixture	mixture	NOUN	['O1.1', 'A6.3+']
27	and	and	CCONJ	['Z5']
28	spread	spread	VERB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
29	into	into	ADP	['Z5']
30	the	the	DET	['Z5']
31	prepared	prepared	ADJ	['X7+', 'O4.1']
32	pie	pie	NOUN	['F1']
33	crust	crust	NOUN	['O1.1', 'F1']
34	.	.	PUNCT	['PUNCT']
35	Refrigerate	refrigerate	NOUN	['Z99']
36	until	until	ADP	['Z5']
37	set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
38	in	in	ADP	['Z5']
39	the	the	DET	['Z5']
40	middle	middle	NOUN	['M6', 'N5', 'N4', 'T1.2']
41	,	,	PUNCT	['PUNCT']
42	at	at	ADP	['Z5']
43	least	least	ADJ	['N5.1-', 'A11.1---']
44	hours	hour	NOUN	['T1.3']
45	.	.	PUNCT	['PUNCT']

1	For	for	ADP	['Z5']
2	the	the	DET	['Z5']
3	crust	crust	NOUN	['O1.1', 'F1']
4	:	:	PUNCT	['PUNCT']
5	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
6	the	the	DET	['Z5']
7	graham	graham	PROPN	['T1.3']
8	cracker	cracker	NOUN	['T1.3']
9	crumbs	crumb	NOUN	['O2']
10	,	,	PUNCT	['PUNCT']
11	melted	melt	VERB	['O4.6']
12	butter	butter	NOUN	['F1']
13	and	and	CCONJ	['Z5']
14	cocoa	cocoa	NOUN	['F1']
15	powder	powder	NOUN	['F1']
16	to	to	ADP	['Z5']
17	a	a	DET	['Z5']
18	mixing	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
19	bowl	bowl	NOUN	['O2']
20	and	and	CCONJ	['Z5']
21	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
22	together	together	ADV	['S5+', 'T1.1.2', 'M6']
23	well	well	ADV	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
24	.	.	PUNCT	['PUNCT']
25	Press	press	VERB	['A1.1.1', 'X8+', 'S7.1+', 'E6-']
26	mixture	mixture	NOUN	['O1.1', 'A6.3+']
27	firmly	firmly	ADV	['A1.7+', 'S1.2.5+', 'A7+']
28	into	into	ADP	['Z5']
29	the	the	DET	['Z5']
30	bottom	bottom	NOUN	['N4', 'M6', 'B1', 'A5.1---']
31	and	and	CCONJ	['Z5']
32	around	around	ADP	['Z5']
33	the	the	DET	['Z5']
34	edges	edge	NOUN	['O2']
35	of	of	ADP	['Z5']
36	a	a	DET	['Z5']
37	tart	tart	ADJ	['X3.1', 'S1.2.1-']
38	tin	tin	NOUN	['O1.1', 'O2']
39	(	(	PUNCT	['PUNCT']
40	rectangle	rectangle	NOUN	['O4.4']
41	/	/	SYM	['Z99']
42	x	x	SYM	['Z5']
43	/	/	SYM	['Z99']
44	inches	inch	NOUN	['N3.7']
45	or	or	CCONJ	['Z5']
46	circle	circle	NOUN	['O4.4', 'S5+c', 'K4/H1@']
47	/	/	SYM	['Z99']
48	inches	inch	NOUN	['N3.7']
49	)	)	PUNCT	['PUNCT']
50	.	.	PUNCT	['PUNCT']
51	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
52	in	in	ADP	['Z5']
53	the	the	DET	['Z5']
54	fridge	fridge	NOUN	['O4.6-/O3']
55	to	to	PART	['Z5']
56	chill	chill	VERB	['O4.6-']
57	.	.	PUNCT	['PUNCT']
58	Chop	chop	VERB	['A1.1.1', 'N5-/A2.1']
59	the	the	DET	['Z5']
60	unsweetened	unsweetened	ADJ	['X3.1']
61	chocolate	chocolate	NOUN	['F1']
62	bar	bar	NOUN	['F1']
63	into	into	ADP	['Z5']
64	small	small	ADJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
65	chunks	chunk	NOUN	['N5']
66	and	and	CCONJ	['Z5']
67	combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
68	with	with	ADP	['Z5']
69	chocolate	chocolate	NOUN	['F1']
70	chips	chip	NOUN	['F1', 'Y2', 'O2', 'A1.1.2', 'K5.2/I1']
71	in	in	ADP	['Z5']
72	a	a	DET	['Z5']
73	bowl	bowl	NOUN	['O2']
74	.	.	PUNCT	['PUNCT']
75	Set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
76	aside	aside	ADV	['M6', 'A10-', 'A9+']
77	.	.	PUNCT	['PUNCT']
78	Heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
79	cup	cup	NOUN	['O2', 'S7.3+', 'A5.1+/O2']
80	heavy	heavy	ADJ	['N3.5+', 'S1.2.5+', 'N5+', 'O4.1', 'E4.1-', 'W4', 'A12-', 'A1.1.1', 'N3.2+', 'A1.1.2@']
81	cream	cream	NOUN	['T1.3']
82	and	and	CCONJ	['T1.3']
83	tablespoons	tablespoon	NOUN	['T1.3']
84	confectioners	confectioner	NOUN	['F1/S2mf']
85	sugar	sugar	VERB	['F1']
86	gently	gently	ADV	['E3+']
87	in	in	ADP	['Z5']
88	a	a	DET	['Z5']
89	saucepan	saucepan	NOUN	['O2']
90	until	until	ADP	['Z5']
91	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
92	hot	hot	ADJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
93	,	,	PUNCT	['PUNCT']
94	but	but	CCONJ	['Z5']
95	not	not	PART	['Z6']
96	boiling	boil	VERB	['O4.6+', 'E3-']
97	.	.	PUNCT	['PUNCT']
98	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
99	over	over	ADP	['Z5']
100	the	the	DET	['Z5']
101	chocolate	chocolate	NOUN	['F1']
102	bowl	bowl	NOUN	['O2']
103	and	and	CCONJ	['Z5']
104	leave	leave	VERB	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
105	for	for	ADP	['Z5']
106	a	a	DET	['N5', 'S4']
107	couple	couple	NOUN	['N5', 'S4']
108	of	of	ADP	['Z5']
109	minutes	minute	NOUN	['T1.3', 'Q1.2']
110	to	to	PART	['Z5']
111	melt	melt	VERB	['A2.1+', 'O4.6+']
112	,	,	PUNCT	['PUNCT']
113	then	then	ADV	['N4', 'Z5', 'T1.2']
114	stir	stir	VERB	['A1.1.1', 'M1']
115	gently	gently	ADV	['E3+']
116	until	until	ADP	['Z5']
117	the	the	DET	['Z5']
118	chocolate	chocolate	NOUN	['F1']
119	has	have	AUX	['A9+', 'Z5', 'A2.2', 'S4']
120	dissolved	dissolve	VERB	['A1.1.1', 'T2-']
121	.	.	PUNCT	['PUNCT']
122	Remove	remove	VERB	['M2']
123	crust	crust	NOUN	['O1.1', 'F1']
124	from	from	ADP	['Z5']
125	fridge	fridge	NOUN	['O4.6-/O3']
126	and	and	CCONJ	['Z5']
127	spoon	spoon	VERB	['A1.1.1']
128	the	the	DET	['Z5']
129	drained	drained	ADJ	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
130	morello	morello	NOUN	['Z99']
131	cherries	cherry	NOUN	['F1', 'L3']
132	all	all	ADV	['N5.1+']
133	over	over	ADP	['N5.1+']
134	the	the	DET	['Z5']
135	base	base	NOUN	['M7', 'T2+', 'A1.1.1', 'O1', 'K5.1@', 'B1%']
136	.	.	PUNCT	['PUNCT']
137	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
138	the	the	DET	['Z5']
139	chocolate	chocolate	NOUN	['F1']
140	on	on	ADP	['Z5']
141	top	top	ADJ	['M6', 'N5.1+', 'A11.1+++', 'S7.1+++', 'N4', 'X9.1+++', 'A5.1+++']
142	and	and	CCONJ	['Z5']
143	smooth	smooth	VERB	['X3.3', 'O4.5', 'A12+/A2.1']
144	down	down	ADP	['Z5']
145	.	.	PUNCT	['PUNCT']
146	Place	place	VERB	['M6']
147	back	back	ADV	['M6']
148	in	in	ADP	['Z5']
149	the	the	DET	['Z5']
150	fridge	fridge	NOUN	['O4.6-/O3']
151	to	to	PART	['Z5']
152	set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
153	for	for	ADP	['Z5']
154	hours	hour	NOUN	['T1.3']
155	.	.	PUNCT	['PUNCT']
156	Once	once	ADV	['N6-', 'T1.1.1']
157	chilled	chill	VERB	['A5.4+']
158	you	you	PRON	['A5.4+']
159	can	can	AUX	['A7+']
160	slice	slice	VERB	['A1.1.1']
161	and	and	CCONJ	['Z5']
162	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
163	with	with	ADP	['Z5']
164	a	a	DET	['Z5']
165	spoonful	spoonful	ADJ	['N5']
166	of	of	ADP	['Z5']
167	the	the	DET	['Z5']
168	whipped	whip	VERB	['E3-', 'M2', 'M1/N3.8+', 'A1.1.1', 'A2.2', 'A9-']
169	cream	cream	NOUN	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
170	,	,	PUNCT	['PUNCT']
171	and	and	CCONJ	['Z5']
172	decorate	decorate	VERB	['O4.2+', 'C1/H1', 'S1.1.4+']
173	each	each	DET	['N6+']
174	slice	slice	NOUN	['N6+']
175	with	with	ADP	['Z5']
176	a	a	DET	['Z5']
177	few	few	ADJ	['N5-']
178	fresh	fresh	ADJ	['T3-', 'O4.2+', 'B1', 'W4', 'S1.2.3+']
179	cherries	cherry	NOUN	['F1', 'L3']
180	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Line	line	VERB	['A1.1.1']
12	a	a	DET	['Z5']
13	baking	bake	VERB	['F1/O2']
14	sheet	sheet	NOUN	['F1/O2']
15	with	with	ADP	['Z5']
16	parchment	parchment	NOUN	['Z99']
17	paper	paper	NOUN	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
18	.	.	PUNCT	['PUNCT']
19	Beat	beat	NOUN	['X3.2', 'K2', 'M6', 'M7']
20	butter	butter	NOUN	['F1']
21	,	,	PUNCT	['PUNCT']
22	brown	brown	ADJ	['F1']
23	sugar	sugar	NOUN	['F1']
24	,	,	PUNCT	['PUNCT']
25	and	and	CCONJ	['Z5']
26	white	white	ADJ	['O4.3', 'G2.2+']
27	sugar	sugar	NOUN	['F1']
28	together	together	ADV	['S5+', 'T1.1.2', 'M6']
29	in	in	ADP	['Z5']
30	a	a	DET	['Z5']
31	bowl	bowl	NOUN	['O2']
32	until	until	ADP	['Z5']
33	fluffy	fluffy	NOUN	['O4.5']
34	.	.	PUNCT	['PUNCT']
35	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
36	egg	egg	NOUN	['T1.3']
37	and	and	CCONJ	['T1.3']
38	vanilla	vanilla	NOUN	['T1.3']
39	extract	extract	NOUN	['N5-', 'O1', 'Q4.2']
40	;	;	PUNCT	['PUNCT']
41	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
42	until	until	ADP	['Z5']
43	combined	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
44	.	.	PUNCT	['PUNCT']
45	Whisk	whisk	NOUN	['O2']
46	flour	flour	NOUN	['F1']
47	,	,	PUNCT	['PUNCT']
48	baking	bake	VERB	['F1']
49	soda	soda	NOUN	['F1']
50	,	,	PUNCT	['PUNCT']
51	and	and	CCONJ	['Z5']
52	salt	salt	VERB	['F1']
53	together	together	ADV	['S5+', 'T1.1.2', 'M6']
54	in	in	ADP	['Z5']
55	a	a	DET	['Z5']
56	bowl	bowl	NOUN	['O2']
57	;	;	PUNCT	['PUNCT']
58	add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
59	to	to	ADP	['Z5']
60	butter	butter	NOUN	['F1']
61	mixture	mixture	NOUN	['O1.1', 'A6.3+']
62	until	until	ADP	['Z5']
63	dough	dough	NOUN	['F1', 'I1']
64	is	be	AUX	['A3+', 'Z5']
65	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
66	mixed	mixed	ADJ	['A6.3+', 'S1.1.3+', 'S2']
67	.	.	PUNCT	['PUNCT']
68	Fold	fold	VERB	['A1.1.1', 'T2-']
69	in	in	ADP	['Z5']
70	oats	oat	NOUN	['T1.3']
71	and	and	CCONJ	['T1.3']
72	quinoa	quinoa	NOUN	['T1.3']
73	.	.	PUNCT	['PUNCT']
74	Drop	drop	NOUN	['O1.2/N5', 'N5-/A2.1', 'N5-', 'B3', 'N3.3', 'F1']
75	dough	dough	NOUN	['F1', 'I1']
76	by	by	ADP	['Z5']
77	teaspoonfuls	teaspoonful	NOUN	['Z99']
78	onto	onto	ADP	['Z5']
79	baking	bake	VERB	['F1/O2']
80	sheet	sheet	NOUN	['F1/O2']
81	,	,	PUNCT	['PUNCT']
82	approximately	approximately	ADV	['A13.4']
83	inches	inch	NOUN	['N3.7']
84	apart	apart	ADV	['N3.3+', 'A1.8-', 'S1.1.3-']
85	.	.	PUNCT	['PUNCT']
86	Bake	Bake	PROPN	['F1', 'O4.6']
87	in	in	ADP	['Z5']
88	the	the	DET	['Z5']
89	preheated	preheated	ADJ	['N4/O4.6+']
90	oven	oven	ADV	['O2/F1']
91	until	until	ADP	['Z5']
92	edges	edge	NOUN	['O2']
93	are	be	AUX	['A3+', 'Z5']
94	golden	golden	ADJ	['O4.3', 'A11.1+', 'A5.1+']
95	,	,	PUNCT	['PUNCT']
96	to	to	ADP	['Z5']
97	minutes	minute	NOUN	['T1.3', 'Q1.2']
98	.	.	PUNCT	['PUNCT']
99	Let	let	VERB	['S7.4+', 'I2.2/H1', 'T2-']
100	cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
101	on	on	ADP	['Z5']
102	baking	bake	VERB	['F1/O2']
103	sheet	sheet	NOUN	['F1/O2']
104	for	for	ADP	['Z5']
105	minutes	minute	NOUN	['T1.3', 'Q1.2']
106	;	;	PUNCT	['PUNCT']
107	transfer	transfer	VERB	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5']
108	to	to	ADP	['Z5']
109	a	a	DET	['Z5']
110	wire	wire	NOUN	['O2', 'O3', 'Q1.3']
111	rack	rack	NOUN	['O2', 'G2.1/O2', 'F1']
112	to	to	PART	['Z5']
113	cool	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
114	completely	completely	ADV	['A13.2']
115	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Line	line	NOUN	['O4.4', 'A4.1', 'Q1.3', 'X4.2', 'Q3', 'Q1.2', 'Q2.1/K4', 'S4', 'S7.1', 'A1.7+', 'A6.1-', 'I3.1', 'M4@c', 'G3@', 'K5.1@']
12	a	a	DET	['Z5']
13	x	x	NOUN	['Z5']
14	-	-	NOUN	['Z99']
15	inch	inch	NOUN	['N3.7']
16	baking	baking	NOUN	['F1/O2']
17	pan	pan	NOUN	['F1/O2']
18	with	with	ADP	['Z5']
19	parchment	parchment	NOUN	['Z99']
20	paper	paper	NOUN	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
21	.	.	PUNCT	['PUNCT']
22	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
23	pumpkin	pumpkin	NOUN	['L3']
24	puree	puree	ADJ	['O1.2']
25	,	,	PUNCT	['PUNCT']
26	evaporated	evaporated	ADJ	['O1.3', 'A10-']
27	milk	milk	NOUN	['F2', 'O1.2']
28	,	,	PUNCT	['PUNCT']
29	eggs	egg	NOUN	['L2', 'F1']
30	,	,	PUNCT	['PUNCT']
31	granular	granular	ADJ	['O4.1']
32	sweetener	sweetener	NOUN	['F1', 'O4.2+/A2.1']
33	,	,	PUNCT	['PUNCT']
34	and	and	CCONJ	['Z5']
35	cinnamon	cinnamon	PROPN	['F1']
36	together	together	ADV	['S5+', 'T1.1.2', 'M6']
37	in	in	ADP	['Z5']
38	a	a	DET	['Z5']
39	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
40	bowl	bowl	NOUN	['O2']
41	.	.	PUNCT	['PUNCT']
42	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
43	into	into	ADP	['Z5']
44	the	the	DET	['Z5']
45	baking	baking	NOUN	['F1/O2']
46	pan	pan	NOUN	['F1/O2']
47	.	.	PUNCT	['PUNCT']
48	Sift	sift	NOUN	['A1.1.1', 'X2.4']
49	dry	dry	ADJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
50	cake	cake	NOUN	['F1']
51	mix	mix	NOUN	['F1']
52	over	over	ADP	['Z5']
53	pumpkin	pumpkin	ADJ	['L3']
54	mixture	mixture	NOUN	['O1.1', 'A6.3+']
55	.	.	PUNCT	['PUNCT']
56	Sprinkle	sprinkle	VERB	['A1.1.1']
57	nuts	nut	NOUN	['F1', 'O2', 'B2-/S2mf', 'X5.2+/S2mf', 'B1']
58	on	on	ADP	['S7.1+', 'M6', 'N5++']
59	top	top	NOUN	['S7.1+', 'M6', 'N5++']
60	;	;	PUNCT	['PUNCT']
61	press	press	VERB	['A1.1.1', 'X8+', 'S7.1+', 'E6-']
62	down	down	ADP	['Z5']
63	lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
64	.	.	PUNCT	['PUNCT']
65	Spoon	Spoon	PROPN	['O2']
66	melted	melt	VERB	['O4.6']
67	butter	butter	NOUN	['F1']
68	evenly	evenly	ADV	['N6+', 'A6.1+']
69	over	over	ADP	['Z5']
70	nuts	nut	NOUN	['F1', 'O2', 'B2-/S2mf', 'X5.2+/S2mf', 'B1']
71	.	.	PUNCT	['PUNCT']
72	Bake	Bake	PROPN	['F1', 'O4.6']
73	in	in	ADP	['Z5']
74	the	the	DET	['Z5']
75	preheated	preheated	ADJ	['N4/O4.6+']
76	oven	oven	ADV	['O2/F1']
77	until	until	ADP	['Z5']
78	a	a	DET	['Z5']
79	toothpick	toothpick	NOUN	['B4']
80	inserted	insert	VERB	['A1.1.1']
81	into	into	ADP	['Z5']
82	the	the	DET	['Z5']
83	center	center	NOUN	['M6', 'H1c', 'M7c', 'G1.2c', 'K5.1mfn']
84	comes	come	VERB	['M1', 'N3.1', 'A2.2', 'A3+', 'X2.1', 'A9+', 'S4', 'N4', 'S3.2']
85	out	out	ADP	['Z5']
86	clean	clean	ADJ	['O4.2+', 'G2.2+']
87	,	,	PUNCT	['PUNCT']
88	to	to	ADP	['Z5']
89	minutes	minute	NOUN	['T1.3', 'Q1.2']
90	.	.	PUNCT	['PUNCT']
91	Cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
92	in	in	ADP	['Z5']
93	the	the	DET	['Z5']
94	pan	pan	NOUN	['O2']
95	,	,	PUNCT	['PUNCT']
96	to	to	ADP	['Z5']
97	minutes	minute	NOUN	['T1.3', 'Q1.2']
98	.	.	PUNCT	['PUNCT']
99	Invert	invert	NOUN	['A1.1.1']
100	onto	onto	ADP	['Z5']
101	a	a	DET	['Z5']
102	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
103	platter	platter	NOUN	['F1']
104	and	and	CCONJ	['Z5']
105	peel	peel	VERB	['F1/L3', 'A1.1.1', 'B1']
106	off	off	ADP	['Z5', 'E2-']
107	parchment	parchment	NOUN	['Z99']
108	paper	paper	NOUN	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
109	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	VERB	['Z99']
2	the	the	DET	['Z5']
3	oven	oven	NOUN	['O2/F1']
4	to	to	PART	['Z5']
5	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
6	F	F	PROPN	['Z5']
7	(	(	PUNCT	['PUNCT']
8	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
9	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
10	)	)	PUNCT	['PUNCT']
11	.	.	PUNCT	['PUNCT']
12	Grease	grease	VERB	['A1.1.1', 'F1']
13	a	a	DET	['Z5']
14	x	x	NOUN	['Z5']
15	-	-	NOUN	['Z99']
16	inch	inch	NOUN	['N3.7']
17	baking	baking	NOUN	['F1/O2']
