Index	Text	Lemma	POS
32	stir	stir	NN
33	until	until	IN
34	smooth	smooth	JJ
35	.	.	.
36	Stir	stir	VB
37	in	in	IN
38	peanuts	peanut	NNS
39	and	and	CC
40	almond	almond	NN
41	toffee	toffee	NN
42	bits	bit	NNS
43	.	.	.
44	Remove	remove	VB
45	from	from	IN
46	heat	heat	NN
47	and	and	CC
48	drop	drop	NN
49	by	by	IN
50	rounded	rounded	JJ
51	spoonfuls	spoonful	NNS
52	onto	onto	IN
53	waxed	wax	VBN
54	paper	paper	NN
55	.	.	.
56	Cool	cool	UH
57	for	for	IN
58	an	a	DT
59	hour	hour	NN
60	,	,	,
61	or	or	CC
62	until	until	IN
63	hardened	harden	VBN
64	.	.	.

1	Lightly	lightly	RB
2	grease	grease	VB
3	a	a	DT
4	x	x	NN
5	inch	inch	NN
6	pan	pan	NN
7	and	and	CC
8	line	line	NN
9	with	with	IN
10	waxed	wax	VBN
11	paper	paper	NN
12	,	,	,
13	smoothing	smooth	VBG
14	out	out	RP
15	wrinkles	wrinkle	NNS
16	;	;	:
17	set	set	VB
18	aside	aside	RP
19	.	.	.
20	Place	place	VB
21	the	the	DT
22	semisweet	semisweet	NN
23	chocolate	chocolate	NN
24	and	and	CC
25	teaspoon	teaspoon	NN
26	of	of	IN
27	the	the	DT
28	canola	canola	NN
29	oil	oil	NN
30	in	in	IN
31	the	the	DT
32	top	top	NN
33	of	of	IN
34	a	a	DT
35	double	double	JJ
36	boiler	boiler	NN
37	over	over	IN
38	just	just	RB
39	barely	barely	RB
40	simmering	simmer	VBG
41	water	water	NN
42	,	,	,
43	stirring	stir	VBG
44	frequently	frequently	RB
45	and	and	CC
46	scraping	scrape	VBG
47	down	down	RP
48	the	the	DT
49	sides	side	NNS
50	with	with	IN
51	a	a	DT
52	rubber	rubber	NN
53	spatula	spatula	NN
54	to	to	TO
55	avoid	avoid	VB
56	scorching	scorch	VBG
57	.	.	.
58	When	when	WRB
59	the	the	DT
60	chocolate	chocolate	NN
61	is	be	VBZ
62	melted	melt	VBN
63	,	,	,
64	stir	stir	NN
65	in	in	IN
66	/	/	SYM
67	teaspoon	teaspoon	NN
68	of	of	IN
69	the	the	DT
70	peppermint	peppermint	NN
71	extract	extract	NN
72	.	.	.
73	Pour	pour	VB
74	the	the	DT
75	melted	melt	VBN
76	chocolate	chocolate	NN
77	into	into	IN
78	the	the	DT
79	prepared	prepared	JJ
80	pan	pan	NN
81	,	,	,
82	and	and	CC
83	spread	spread	VBD
84	evenly	evenly	RB
85	over	over	IN
86	the	the	DT
87	bottom	bottom	NN
88	of	of	IN
89	the	the	DT
90	pan	pan	NN
91	.	.	.
92	Sprinkle	sprinkle	VB
93	half	half	NN
94	of	of	IN
95	the	the	DT
96	crushed	crush	VBN
97	peppermints	peppermint	NNS
98	over	over	IN
99	the	the	DT
100	chocolate	chocolate	NN
101	layer	layer	NN
102	.	.	.
103	Refrigerate	refrigerate	VB
104	until	until	IN
105	completely	completely	RB
106	hardened	harden	VBN
107	,	,	,
108	about	about	IN
109	hour	hour	NN
110	.	.	.
111	Place	place	VB
112	the	the	DT
113	white	white	JJ
114	chocolate	chocolate	NN
115	and	and	CC
116	the	the	DT
117	remaining	remain	VBG
118	teaspoon	teaspoon	NN
119	canola	canola	NN
120	oil	oil	NN
121	in	in	IN
122	the	the	DT
123	top	top	NN
124	of	of	IN
125	a	a	DT
126	double	double	JJ
127	boiler	boiler	NN
128	over	over	IN
129	just	just	RB
130	barely	barely	RB
131	simmering	simmer	VBG
132	water	water	NN
133	,	,	,
134	stirring	stir	VBG
135	frequently	frequently	RB
136	and	and	CC
137	scraping	scrape	VBG
138	down	down	RP
139	the	the	DT
140	sides	side	NNS
141	with	with	IN
142	a	a	DT
143	rubber	rubber	NN
144	spatula	spatula	NN
145	to	to	TO
146	avoid	avoid	VB
147	scorching	scorch	VBG
148	.	.	.
149	When	when	WRB
150	the	the	DT
151	chocolate	chocolate	NN
152	is	be	VBZ
153	melted	melt	VBN
154	,	,	,
155	stir	stir	NN
156	in	in	IN
157	the	the	DT
158	remaining	remain	VBG
159	/	/	HYPH
160	teaspoon	teaspoon	NN
161	peppermint	peppermint	NN
162	extract	extract	NN
163	.	.	.
164	Pour	pour	VB
165	the	the	DT
166	white	white	JJ
167	chocolate	chocolate	NN
168	directly	directly	RB
169	over	over	IN
170	the	the	DT
171	semisweet	semisweet	NN
172	chocolate	chocolate	NN
173	layer	layer	NN
174	;	;	:
175	spread	spread	NN
176	evenly	evenly	RB
177	.	.	.
178	Sprinkle	sprinkle	VB
179	the	the	DT
180	remaining	remain	VBG
181	crushed	crush	VBN
182	candy	candy	NN
183	over	over	IN
184	the	the	DT
185	top	top	NN
186	and	and	CC
187	gently	gently	RB
188	press	press	NN
189	in	in	IN
190	.	.	.
191	Refrigerate	refrigerate	VB
192	until	until	IN
193	completely	completely	RB
194	hardened	harden	VBN
195	.	.	.
196	Remove	remove	VB
197	from	from	IN
198	pan	pan	NN
199	;	;	:
200	break	break	VB
201	into	into	IN
202	small	small	JJ
203	pieces	piece	NNS
204	to	to	TO
205	serve	serve	VB
206	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	cookie	cookie	NN
13	sheets	sheet	NNS
14	.	.	.
15	In	in	IN
16	a	a	DT
17	large	large	JJ
18	bowl	bowl	NN
19	,	,	,
20	cream	cream	NN
21	together	together	RB
22	the	the	DT
23	butter	butter	NN
24	,	,	,
25	white	white	JJ
26	sugar	sugar	NN
27	and	and	CC
28	brown	brown	JJ
29	sugar	sugar	NN
30	until	until	IN
31	smooth	smooth	JJ
32	.	.	.
33	Mix	mix	VB
34	in	in	IN
35	the	the	DT
36	applesauce	applesauce	NN
37	,	,	,
38	eggs	egg	NNS
39	,	,	,
40	orange	orange	JJ
41	juice	juice	NN
42	and	and	CC
43	orange	orange	JJ
44	zest	zest	NN
45	one	one	CD
46	at	at	IN
47	a	a	DT
48	time	time	NN
49	,	,	,
50	mixing	mix	VBG
51	well	well	RB
52	after	after	IN
53	each	each	DT
54	.	.	.
55	Combine	combine	VB
56	the	the	DT
57	flour	flour	NN
58	,	,	,
59	baking	bake	VBG
60	soda	soda	NN
61	,	,	,
62	cinnamon	cinnamon	NN
63	and	and	CC
64	nutmeg	nutmeg	NN
65	;	;	:
66	gradually	gradually	RB
67	stir	stir	VBP
68	into	into	IN
69	the	the	DT
70	orange	orange	JJ
71	mixture	mixture	NN
72	.	.	.
73	Fold	fold	VB
74	in	in	IN
75	oats	oats	NNS
76	and	and	CC
77	cranberries	cranberry	NNS
78	.	.	.
79	Drop	Drop	NNP
80	by	by	IN
81	rounded	rounded	JJ
82	spoonfuls	spoonful	NNS
83	onto	onto	IN
84	the	the	DT
85	prepared	prepared	JJ
86	cookie	cookie	NN
87	sheets	sheet	NNS
88	.	.	.
89	Bake	bake	VB
90	for	for	IN
91	to	to	IN
92	minutes	minute	NNS
93	in	in	IN
94	the	the	DT
95	preheated	preheated	JJ
96	oven	oven	NN
97	.	.	.
98	Allow	allow	VB
99	cookies	cookie	NNS
100	to	to	TO
101	cool	cool	VB
102	on	on	IN
103	baking	bake	VBG
104	sheet	sheet	NN
105	for	for	IN
106	minutes	minute	NNS
107	before	before	IN
108	removing	remove	VBG
109	to	to	IN
110	a	a	DT
111	wire	wire	NN
112	rack	rack	NN
113	to	to	TO
114	cool	cool	VB
115	completely	completely	RB
116	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Butter	butter	NN
12	a	a	DT
13	x-inch	x-inch	NN
14	baking	baking	NN
15	dish	dish	NN
16	.	.	.
17	Place	place	VB
18	the	the	DT
19	pastry	pastry	NN
20	sheets	sheet	NNS
21	in	in	IN
22	the	the	DT
23	baking	baking	JJ
24	dish	dish	NN
25	and	and	CC
26	place	place	VB
27	the	the	DT
28	dish	dish	NN
29	in	in	IN
30	the	the	DT
31	oven	oven	NN
32	.	.	.
33	Watch	watch	VB
34	it	it	PRP
35	closely	closely	RB
36	.	.	.
37	When	when	WRB
38	the	the	DT
39	top	top	JJ
40	layer	layer	NN
41	turns	turn	VBZ
42	crunchy	crunchy	JJ
43	and	and	CC
44	golden	golden	JJ
45	,	,	,
46	remove	remove	VB
47	it	it	PRP
48	from	from	IN
49	the	the	DT
50	oven	oven	NN
51	.	.	.
52	Continue	continue	VB
53	until	until	IN
54	all	all	PDT
55	the	the	DT
56	sheets	sheet	NNS
57	are	be	VBP
58	cooked	cook	VBN
59	.	.	.
60	Preheat	preheat	VB
61	the	the	DT
62	ovens	oven	NNS
63	broiler	broiler	NN
64	.	.	.
65	In	in	IN
66	a	a	DT
67	bowl	bowl	NN
68	,	,	,
69	combine	combine	VB
70	walnuts	walnut	NNS
71	,	,	,
72	pecans	pecan	NNS
73	,	,	,
74	hazelnuts	hazelnut	NNS
75	,	,	,
76	raisins	raisin	NNS
77	,	,	,
78	coconut	coconut	NN
79	and	and	CC
80	/	/	HYPH
81	cup	cup	NN
82	sugar	sugar	NN
83	.	.	.
84	Break	Break	NNP
85	cooked	cook	VBD
86	pastry	pastry	NN
87	into	into	IN
88	pieces	piece	NNS
89	and	and	CC
90	stir	stir	VB
91	into	into	IN
92	nut	nut	NN
93	mixture	mixture	NN
94	.	.	.
95	Spread	spread	NN
96	mixture	mixture	NN
97	evenly	evenly	RB
98	in	in	IN
99	x-inch	x-inch	JJ
100	dish	dish	NN
101	.	.	.
102	Bring	bring	VB
103	milk	milk	NN
104	and	and	CC
105	/	/	HYPH
106	cup	cup	NN
107	sugar	sugar	NN
108	to	to	IN
109	a	a	DT
110	boil	boil	NN
111	in	in	IN
112	a	a	DT
113	medium	medium	JJ
114	saucepan	saucepan	NN
115	over	over	IN
116	medium	medium	JJ
117	heat	heat	NN
118	.	.	.
119	Pour	pour	VB
120	over	over	RP
121	nut	nut	NN
122	mixture	mixture	NN
123	.	.	.
124	Beat	beat	NN
125	the	the	DT
126	heavy	heavy	JJ
127	cream	cream	NN
128	with	with	IN
129	the	the	DT
130	remaining	remain	VBG
131	/	/	HYPH
132	cup	cup	NN
133	sugar	sugar	NN
134	until	until	IN
135	stiff	stiff	JJ
136	peaks	peak	NNS
137	form	form	VBP
138	.	.	.
139	Spread	spread	NN
140	evenly	evenly	RB
141	over	over	IN
142	nut	nut	NN
143	mixture	mixture	NN
144	in	in	IN
145	dish	dish	NN
146	.	.	.
147	Place	place	VB
148	dessert	dessert	NN
149	under	under	IN
150	oven	oven	NN
151	broiler	broiler	NN
152	until	until	IN
153	top	top	NN
154	is	be	VBZ
155	golden	golden	JJ
156	brown	brown	JJ
157	,	,	,
158	about	about	IN
159	minutes	minute	NNS
160	.	.	.
161	Serve	serve	VB
162	hot	hot	JJ
163	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Line	line	NN
12	the	the	DT
13	sides	side	NNS
14	of	of	IN
15	one	one	CD
16	inch	inch	NN
17	springform	springform	NN
18	pan	pan	NN
19	with	with	IN
20	lady	lady	NN
21	fingers	finger	NNS
22	then	then	RB
23	line	line	VBP
24	the	the	DT
25	bottom	bottom	NN
26	with	with	IN
27	lady	lady	NN
28	fingers	finger	NNS
29	(	(	-LRB-
30	cutting	cut	VBG
31	lady	lady	NN
32	fingers	finger	NNS
33	,	,	,
34	if	if	IN
35	necessary	necessary	JJ
36	)	)	-RRB-
37	.	.	.
38	Cream	cream	NN
39	the	the	DT
40	cream	cream	NN
41	cheese	cheese	NN
42	and	and	CC
43	sugar	sugar	NN
44	together	together	RB
45	.	.	.
46	Add	add	VB
47	the	the	DT
48	eggs	egg	NNS
49	,	,	,
50	one	one	CD
51	at	at	IN
52	a	a	DT
53	time	time	NN
54	,	,	,
55	beating	beat	VBG
56	after	after	IN
57	each	each	DT
58	addition	addition	NN
59	.	.	.
60	Stir	stir	VB
61	in	in	IN
62	the	the	DT
63	extracts	extract	NNS
64	and	and	CC
65	fold	fold	VB
66	in	in	IN
67	the	the	DT
68	sour	sour	JJ
69	cream	cream	NN
70	.	.	.
71	Pour	pour	VB
72	batter	batter	NN
73	into	into	IN
74	the	the	DT
75	prepared	prepared	JJ
76	pan	pan	NN
77	.	.	.
78	Cover	cover	VB
79	tops	top	NNS
80	of	of	IN
81	lady	lady	NN
82	fingers	finger	NNS
83	with	with	IN
84	foil	foil	NN
85	.	.	.
86	Bake	bake	VB
87	at	at	IN
88	degrees	degree	NNS
89	F	f	NN
90	(	(	-LRB-
91	degrees	degree	NNS
92	C	c	NN
93	)	)	-RRB-
94	for	for	IN
95	to	to	IN
96	minutes	minute	NNS
97	,	,	,
98	until	until	IN
99	almost	almost	RB
100	set	set	VBN
101	in	in	IN
102	the	the	DT
103	middle	middle	NN
104	.	.	.
105	Remove	remove	VB
106	cake	cake	NN
107	from	from	IN
108	oven	oven	NN
109	and	and	CC
110	let	let	VB
111	stand	stand	VB
112	for	for	IN
113	/	/	HYPH
114	hour	hour	NN
115	,	,	,
116	then	then	RB
117	remove	remove	VB
118	sides	side	NNS
119	of	of	IN
120	pan	pan	NN
121	.	.	.
122	Place	place	VB
123	in	in	IN
124	the	the	DT
125	refrigerator	refrigerator	NN
126	for	for	IN
127	at	at	RB
128	least	least	RBS
129	hours	hour	NNS
130	.	.	.
131	Before	before	IN
132	serving	serve	VBG
133	top	top	JJ
134	with	with	IN
135	canned	can	VBN
136	pie	pie	NN
137	filling	filling	NN
138	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Lightly	lightly	RB
12	grease	grease	NN
13	cookie	cookie	NN
14	sheets	sheet	NNS
15	or	or	CC
16	line	line	NN
17	with	with	IN
18	parchment	parchment	NN
19	paper	paper	NN
20	.	.	.
21	Melt	melt	VB
22	unsweetened	unsweetened	JJ
23	chocolate	chocolate	NN
24	in	in	IN
25	top	top	NN
26	of	of	IN
27	double	double	JJ
28	boiler	boiler	NN
29	or	or	CC
30	hot	hot	JJ
31	,	,	,
32	not	not	RB
33	boiling	boil	VBG
34	water	water	NN
35	.	.	.
36	Remove	remove	VB
37	from	from	IN
38	heat	heat	NN
39	;	;	:
40	let	let	VB
41	cool	cool	NN
42	.	.	.
43	Cream	cream	NN
44	butter	butter	NN
45	,	,	,
46	melted	melt	VBN
47	chocolate	chocolate	NN
48	and	and	CC
49	sugar	sugar	NN
50	in	in	IN
51	large	large	JJ
52	bowl	bowl	NN
53	until	until	IN
54	blended	blend	VBN
55	.	.	.
56	Add	add	VB
57	egg	egg	NN
58	and	and	CC
59	vanilla	vanilla	NN
60	;	;	:
61	beat	beat	VB
62	until	until	IN
63	light	light	NN
64	.	.	.
65	Blend	blend	NN
66	in	in	IN
67	flour	flour	NN
68	,	,	,
69	baking	bake	VBG
70	soda	soda	NN
71	,	,	,
72	chocolate	chocolate	NN
73	chips	chip	NNS
74	and	and	CC
75	macadamia	macadamia	NN
76	nuts	nut	NNS
77	.	.	.
78	Drop	Drop	NNP
79	dough	dough	NN
80	by	by	IN
81	rounded	rounded	JJ
82	teaspoonfuls	teaspoonful	NNS
83	inches	inch	NNS
84	apart	apart	RB
85	onto	onto	IN
86	prepared	prepared	JJ
87	cookie	cookie	NN
88	sheets	sheet	NNS
89	.	.	.
90	Bake	bake	VB
91	to	to	TO
92	minutes	minute	NNS
93	or	or	CC
94	until	until	IN
95	firm	firm	NN
96	.	.	.
97	DO	do	VB
98	NOT	not	RB
99	OVERBAKE	overbake	JJ
100	.	.	.
101	Remove	remove	VB
102	to	to	TO
103	wire	wire	VB
104	racks	rack	NNS
105	to	to	TO
106	cool	cool	VB
107	.	.	.

1	In	in	IN
2	a	a	DT
3	medium	medium	JJ
4	bowl	bowl	NN
5	,	,	,
6	cream	cream	NN
7	together	together	RB
8	the	the	DT
9	margarine	margarine	NN
10	,	,	,
11	eggs	egg	NNS
12	and	and	CC
13	confectioners	confectioner	NNS
14	sugar	sugar	NN
15	;	;	:
16	beat	beat	VB
17	for	for	IN
18	minutes	minute	NNS
19	.	.	.
20	Spread	spread	NN
21	evenly	evenly	RB
22	in	in	IN
23	the	the	DT
24	graham	graham	NN
25	cracker	cracker	NN
26	crusts	crust	NNS
27	.	.	.
28	In	in	IN
29	each	each	DT
30	crust	crust	NN
31	,	,	,
32	place	place	NN
33	banana	banana	NN
34	slices	slice	NNS
35	on	on	IN
36	top	top	NN
37	of	of	IN
38	sugar	sugar	NN
39	mixture	mixture	NN
40	;	;	:
41	spread	spread	NN
42	pineapple	pineapple	NN
43	on	on	IN
44	bananas	banana	NNS
45	.	.	.
46	Spoon	spoon	VB
47	a	a	DT
48	little	little	JJ
49	of	of	IN
50	the	the	DT
51	reserved	reserve	VBN
52	juice	juice	NN
53	over	over	IN
54	fruit	fruit	NN
55	.	.	.
56	Spoon	spoon	VB
57	whipped	whip	VBN
58	topping	top	VBG
59	over	over	IN
60	fruit	fruit	NN
61	;	;	:
62	garnish	garnish	NN
63	with	with	IN
64	cherries	cherry	NNS
65	and	and	CC
66	pecans	pecan	NNS
67	.	.	.
68	Chill	Chill	NNP
69	before	before	IN
70	serving	serve	VBG
71	.	.	.

1	Mix	mix	VB
2	/	/	HYPH
3	cup	cup	NN
4	corn	corn	NN
5	flakes	flake	NNS
6	,	,	,
7	coconut	coconut	NN
8	,	,	,
9	peanut	peanut	NN
10	butter	butter	NN
11	and	and	CC
12	honey	honey	NN
13	together	together	RB
14	.	.	.
15	Shape	shape	NN
16	into	into	IN
17	small	small	JJ
18	balls	ball	NNS
19	and	and	CC
20	roll	roll	VB
21	them	they	PRP
22	in	in	IN
23	the	the	DT
24	remaining	remain	VBG
25	cornflakes	cornflake	NNS
26	.	.	.
27	These	this	DT
28	cookies	cookie	NNS
29	can	can	MD
30	be	be	VB
31	put	put	VBN
32	in	in	IN
33	the	the	DT
34	fridge	fridge	NN
35	to	to	TO
36	firm	firm	VB
37	up	up	RP
38	.	.	,
39	They	they	PRP
40	also	also	RB
41	freeze	freeze	VB
42	well	well	RB
43	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	cookie	cookie	NN
13	sheets	sheet	NNS
14	.	.	.
15	Melt	melt	VB
16	butter	butter	NN
17	or	or	CC
18	margarine	margarine	NN
19	over	over	IN
20	low	low	JJ
21	heat	heat	NN
22	.	.	.
23	In	in	IN
24	a	a	DT
25	separate	separate	JJ
26	bowl	bowl	NN
27	,	,	,
28	beat	beat	VBN
29	together	together	RB
30	the	the	DT
31	eggs	egg	NNS
32	,	,	,
33	sugar	sugar	NN
34	,	,	,
35	sour	sour	JJ
36	cream	cream	NN
37	,	,	,
38	and	and	CC
39	vanilla	vanilla	NN
40	.	.	.
41	Mix	mix	VB
42	in	in	IN
43	the	the	DT
44	melted	melt	VBN
45	butter	butter	NN
46	and	and	CC
47	stir	stir	NN
48	until	until	IN
49	well	well	UH
50	blended	blended	JJ
51	.	.	.
52	Sift	sift	VB
53	together	together	RB
54	the	the	DT
55	flour	flour	NN
56	,	,	,
57	baking	bake	VBG
58	soda	soda	NN
59	,	,	,
60	and	and	CC
61	nutmeg	nutmeg	NN
62	and	and	CC
63	add	add	VB
64	to	to	IN
65	egg	egg	NN
66	mixture	mixture	NN
67	,	,	,
68	stirring	stir	VBG
69	constantly	constantly	RB
70	.	.	.
71	Drop	Drop	NNP
72	by	by	IN
73	teaspoonfuls	teaspoonful	NNS
74	onto	onto	IN
75	cookie	cookie	NN
76	sheets	sheet	NNS
77	,	,	,
78	about	about	IN
79	inch	inch	NN
80	apart	apart	RB
81	.	.	.
82	Bake	bake	VB
83	for	for	IN
84	minutes	minute	NNS
85	,	,	,
86	or	or	CC
87	until	until	IN
88	lightly	lightly	RB
89	browned	brown	VBN
90	.	.	.

1	In	in	IN
2	the	the	DT
3	top	top	NN
4	of	of	IN
5	a	a	DT
6	double	double	JJ
7	boiler	boiler	NN
8	,	,	,
9	melt	melt	VB
10	the	the	DT
11	chocolate	chocolate	NN
12	and	and	CC
13	butterscotch	butterscotch	NN
14	chips	chip	NNS
15	.	.	.
16	In	in	IN
17	a	a	DT
18	large	large	JJ
19	bowl	bowl	NN
20	,	,	,
21	combine	combine	VB
22	the	the	DT
23	raisins	raisin	NNS
24	,	,	,
25	peanuts	peanut	NNS
26	,	,	,
27	marshmallows	marshmallow	NNS
28	and	and	CC
29	chow	chow	NN
30	mein	mein	NN
31	noodles	noodle	NNS
32	.	.	.
33	Add	add	VB
34	melted	melt	VBN
35	chocolate	chocolate	NN
36	mixture	mixture	NN
37	and	and	CC
38	quickly	quickly	RB
39	mix	mix	VB
40	well	well	RB
41	.	.	.
42	Drop	Drop	NNP
43	by	by	IN
44	tablespoons	tablespoon	NNS
45	onto	onto	IN
46	wax	wax	NN
47	paper	paper	NN
48	;	;	:
49	allow	allow	VB
50	to	to	TO
51	sit	sit	VB
52	until	until	IN
53	hardened	harden	VBN
54	.	.	.

1	Spray	spray	VB
2	a	a	DT
3	x	x	NN
4	inch	inch	NN
5	baking	baking	NN
6	pan	pan	NN
7	with	with	IN
8	nonstick	nonstick	JJ
9	spray	spray	NN
10	;	;	:
11	set	set	VBN
12	aside	aside	RB
13	.	.	.
14	Melt	melt	VB
15	the	the	DT
16	peanut	peanut	NN
17	butter	butter	NN
18	,	,	,
19	butter	butter	NN
20	,	,	,
21	and	and	CC
22	marshmallows	marshmallow	NNS
23	in	in	IN
24	a	a	DT
25	saucepan	saucepan	NN
26	over	over	IN
27	medium	medium	JJ
28	heat	heat	NN
29	,	,	,
30	stirring	stir	VBG
31	until	until	IN
32	smooth	smooth	JJ
33	.	.	.
34	Stir	stir	VB
35	in	in	IN
36	the	the	DT
37	honey	honey	NN
38	.	.	.
39	Remove	remove	VB
40	from	from	IN
41	heat	heat	NN
42	;	;	:
43	stir	stir	NN
44	in	in	IN
45	the	the	DT
46	honey	honey	NN
47	graham	graham	NN
48	cereal	cereal	NN
49	.	.	.
50	Press	press	VB
51	the	the	DT
52	mixture	mixture	NN
53	evenly	evenly	RB
54	into	into	IN
55	the	the	DT
56	prepared	prepared	JJ
57	pan	pan	NN
58	with	with	IN
59	a	a	DT
60	greased	greased	JJ
61	spatula	spatula	NN
62	.	.	.
63	Allow	allow	VB
64	to	to	TO
65	cool	cool	VB
66	;	;	:
67	cut	cut	VB
68	into	into	IN
69	squares	square	NNS
70	to	to	TO
71	serve	serve	VB
72	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Lightly	lightly	RB
12	grease	grease	NN
13	baking	baking	NN
14	sheets	sheet	NNS
15	.	.	.
16	Combine	combine	VB
17	shortening	shortening	NN
18	,	,	,
19	brown	brown	JJ
20	sugar	sugar	NN
21	,	,	,
22	egg	egg	NN
23	,	,	,
24	milk	milk	NN
25	,	,	,
26	and	and	CC
27	vanilla	vanilla	NN
28	in	in	IN
29	large	large	JJ
30	bowl	bowl	NN
31	.	.	.
32	Beat	beat	NN
33	at	at	IN
34	medium	medium	JJ
35	speed	speed	NN
36	until	until	IN
37	creamy	creamy	JJ
38	.	.	.
39	Combine	combine	VB
40	oats	oats	NNS
41	,	,	,
42	flour	flour	NN
43	,	,	,
44	baking	bake	VBG
45	soda	soda	NN
46	,	,	,
47	salt	salt	NN
48	and	and	CC
49	cinnamon	cinnamon	NN
50	.	.	.
51	Mix	mix	VB
52	into	into	IN
53	creamed	cream	VBN
54	mixture	mixture	NN
55	until	until	IN
56	just	just	RB
57	blended	blend	VBN
58	.	.	.
59	Stir	stir	VB
60	in	in	IN
61	nuts	nut	NNS
62	.	.	.
63	Drop	Drop	NNP
64	by	by	IN
65	rounded	rounded	JJ
66	tablespoon	tablespoon	NN
67	onto	onto	IN
68	baking	bake	VBG
69	sheet	sheet	NN
70	two	two	CD
71	inches	inch	NNS
72	apart	apart	RB
73	and	and	CC
74	place	place	VB
75	caramel	caramel	NN
76	in	in	IN
77	center-do	center-do	JJ
78	not	not	RB
79	press	press	VB
80	down	down	RP
81	.	.	.
82	Bake	bake	VB
83	ten	ten	CD
84	to	to	IN
85	twelve	twelve	CD
86	minutes	minute	NNS
87	or	or	CC
88	until	until	IN
89	light	light	JJ
90	brown	brown	JJ
91	around	around	IN
92	edges	edge	NNS
93	and	and	CC
94	caramel	caramel	NN
95	is	be	VBZ
96	completely	completely	RB
97	melted	melt	VBN
98	.	.	.

1	Melt	melt	VB
2	butter	butter	NN
3	or	or	CC
4	margarine	margarine	NN
5	in	in	IN
6	x	x	NN
7	inch	inch	NN
8	pan	pan	NN
9	.	.	.
10	Mix	mix	VB
11	together	together	RB
12	the	the	DT
13	flour	flour	NN
14	,	,	,
15	sugar	sugar	NN
16	,	,	,
17	and	and	CC
18	milk	milk	NN
19	.	.	.
20	Pour	pour	VB
21	mixture	mixture	NN
22	into	into	IN
23	the	the	DT
24	pan	pan	NN
25	.	.	.
26	Spread	spread	NN
27	peaches	peach	NNS
28	,	,	,
29	including	include	VBG
30	syrup	syrup	NN
31	,	,	,
32	evenly	evenly	RB
33	around	around	IN
34	the	the	DT
35	pan	pan	NN
36	.	.	.
37	Bake	bake	VB
38	at	at	IN
39	degrees	degree	NNS
40	F	f	NN
41	(	(	-LRB-
42	degrees	degree	NNS
43	C	c	NN
44	)	)	-RRB-
45	for	for	IN
46	to	to	IN
47	minutes	minute	NNS
48	,	,	,
49	until	until	IN
50	the	the	DT
51	crust	crust	NN
52	turns	turn	VBZ
53	golden	golden	JJ
54	brown	brown	NN
55	.	.	.
56	Let	let	VB
57	cool	cool	JJ
58	for	for	IN
59	about	about	RB
60	minutes	minute	NNS
61	before	before	IN
62	serving	serve	VBG
63	.	.	.

1	Sprinkle	sprinkle	VB
2	the	the	DT
3	unflavored	unflavored	JJ
4	gelatin	gelatin	NN
5	over	over	IN
6	/	/	HYPH
7	cup	cup	NN
8	of	of	IN
9	dark	dark	JJ
10	rum	rum	NN
11	and	and	CC
12	allow	allow	VB
13	to	to	TO
14	soften	soften	VB
15	for	for	IN
16	minutes	minute	NNS
17	.	.	.
18	Meanwhile	meanwhile	RB
19	,	,	,
20	stir	stir	VB
21	together	together	RB
22	/	/	HYPH
23	cups	cup	NNS
24	of	of	IN
25	whipping	whip	VBG
26	cream	cream	NN
27	,	,	,
28	brown	brown	JJ
29	sugar	sugar	NN
30	,	,	,
31	and	and	CC
32	espresso	espresso	NN
33	powder	powder	NN
34	in	in	IN
35	a	a	DT
36	saucepan	saucepan	NN
37	over	over	IN
38	medium-high	medium-high	JJ
39	heat	heat	NN
40	.	.	.
41	Bring	bring	VB
42	to	to	TO
43	a	a	DT
44	simmer	simmer	VB
45	,	,	,
46	stirring	stir	VBG
47	until	until	IN
48	brown	brown	JJ
49	sugar	sugar	NN
50	has	have	VBZ
51	dissolved	dissolve	VBN
52	.	.	.
